configuration,questionerType,alpha_q,alpha_a,beta,likelihood
16_3_0.5,explicit,16,3,0.5,-170.55242369466382
16_3_0.1,pragmatic,16,3,0.1,-200.92366631322437
16_3_0.1,explicit,16,3,0.1,-170.4585870495786
16_3_1.5,pragmatic,16,3,1.5,-201.02079073107518
16_3_1.5,explicit,16,3,1.5,-170.8597148325952
16_3_2.0,pragmatic,16,3,2.0,-200.72160212175146
16_3_2.0,explicit,16,3,2.0,-171.02459014351712
16_3_2.5,pragmatic,16,3,2.5,-199.83539370355922
16_3_2.5,explicit,16,3,2.5,-171.17223148360318
16_4_0.5,pragmatic,16,4,0.5,-203.4419664375873
16_4_0.5,explicit,16,4,0.5,-170.55242369466382
16_4_0.1,pragmatic,16,4,0.1,-203.28531729776228
16_4_0.1,explicit,16,4,0.1,-170.4585870495786
16_4_1.5,pragmatic,16,4,1.5,-204.11258279545018
16_4_1.5,explicit,16,4,1.5,-170.8597148325952
16_4_2.0,pragmatic,16,4,2.0,-204.61398992251634
16_4_2.0,explicit,16,4,2.0,-171.02459014351712
16_4_2.5,pragmatic,16,4,2.5,-205.15930054171886
16_4_2.5,explicit,16,4,2.5,-171.17223148360318
16_5_0.5,pragmatic,16,5,0.5,-204.01555934797494
16_5_0.5,explicit,16,5,0.5,-170.55242369466382
16_5_0.1,pragmatic,16,5,0.1,-203.90017607841537
16_5_0.1,explicit,16,5,0.1,-170.4585870495786
16_5_1.5,pragmatic,16,5,1.5,-204.56330915740384
16_5_1.5,explicit,16,5,1.5,-170.8597148325952
16_5_2.0,pragmatic,16,5,2.0,-205.0530132805793
16_5_2.0,explicit,16,5,2.0,-171.02459014351712
16_5_2.5,pragmatic,16,5,2.5,-205.74115405467185
16_5_2.5,explicit,16,5,2.5,-171.17223148360318
16_6_0.5,pragmatic,16,6,0.5,-204.18201110455442
16_6_0.5,explicit,16,6,0.5,-170.55242369466382
16_6_0.1,pragmatic,16,6,0.1,-204.1179681214187
16_6_0.1,explicit,16,6,0.1,-170.4585870495786
16_6_1.5,pragmatic,16,6,1.5,-204.50483951649616
16_6_1.5,explicit,16,6,1.5,-170.8597148325952
16_6_2.0,pragmatic,16,6,2.0,-204.81636318077062
16_6_2.0,explicit,16,6,2.0,-171.02459014351712
16_6_2.5,pragmatic,16,6,2.5,-205.29034686547413
16_6_2.5,explicit,16,6,2.5,-171.17223148360318
16_7_0.5,pragmatic,16,7,0.5,-204.30373821326472
16_7_0.5,explicit,16,7,0.5,-170.55242369466382
16_7_0.1,pragmatic,16,7,0.1,-204.27533800896182
16_7_0.1,explicit,16,7,0.1,-170.4585870495786
16_7_1.5,pragmatic,16,7,1.5,-204.4620730743288
16_7_1.5,explicit,16,7,1.5,-170.8597148325952
16_7_2.0,pragmatic,16,7,2.0,-204.62896871702947
16_7_2.0,explicit,16,7,2.0,-171.02459014351712
16_7_2.5,pragmatic,16,7,2.5,-204.89808667831744
16_7_2.5,explicit,16,7,2.5,-171.17223148360318
17_1_0.5,pragmatic,17,1,0.5,-180.65396493703005
17_1_0.5,explicit,17,1,0.5,-171.93666676166552
17_1_0.1,pragmatic,17,1,0.1,-181.15486333825527
17_1_0.1,explicit,17,1,0.1,-171.84368333298136
17_1_1.5,pragmatic,17,1,1.5,-178.679293925861
17_1_1.5,explicit,17,1,1.5,-172.24170579147142
17_1_2.0,pragmatic,17,1,2.0,-177.396136400814
17_1_2.0,explicit,17,1,2.0,-172.40554093420434
17_1_2.5,pragmatic,17,1,2.5,-176.12709430216202
17_1_2.5,explicit,17,1,2.5,-172.55225107794993
17_2_0.5,pragmatic,17,2,0.5,-195.3372850181319
17_2_0.5,explicit,17,2,0.5,-171.93666676166552
17_2_0.1,pragmatic,17,2,0.1,-195.69884922274045
17_2_0.1,explicit,17,2,0.1,-171.84368333298136
17_2_1.5,pragmatic,17,2,1.5,-193.32212232350133
17_2_1.5,explicit,17,2,1.5,-172.24170579147142
17_2_2.0,pragmatic,17,2,2.0,-191.2985353989488
17_2_2.0,explicit,17,2,2.0,-172.40554093420434
17_2_2.5,pragmatic,17,2,2.5,-188.39160281726765
17_2_2.5,explicit,17,2,2.5,-172.55225107794993
17_3_0.5,pragmatic,17,3,0.5,-203.20911440940722
17_3_0.5,explicit,17,3,0.5,-171.93666676166552
17_3_0.1,pragmatic,17,3,0.1,-203.13338880512234
17_3_0.1,explicit,17,3,0.1,-171.84368333298136
17_3_1.5,pragmatic,17,3,1.5,-203.3224697797861
17_3_1.5,explicit,17,3,1.5,-172.24170579147142
17_3_2.0,pragmatic,17,3,2.0,-203.1084069738161
17_3_2.0,explicit,17,3,2.0,-172.40554093420434
17_3_2.5,pragmatic,17,3,2.5,-202.34674538122118
17_3_2.5,explicit,17,3,2.5,-172.55225107794993
17_4_0.5,pragmatic,17,4,0.5,-205.39381476288224
17_4_0.5,explicit,17,4,0.5,-171.93666676166552
17_4_0.1,pragmatic,17,4,0.1,-205.23822730958915
17_4_0.1,explicit,17,4,0.1,-171.84368333298136
17_4_1.5,pragmatic,17,4,1.5,-206.07896063144133
17_4_1.5,explicit,17,4,1.5,-172.24170579147142
17_4_2.0,pragmatic,17,4,2.0,-206.6123232880247
17_4_2.0,explicit,17,4,2.0,-172.40554093420434
17_4_2.5,pragmatic,17,4,2.5,-207.22263644292667
17_4_2.5,explicit,17,4,2.5,-172.55225107794993
17_5_0.5,pragmatic,17,5,0.5,-205.8256838465002
17_5_0.5,explicit,17,5,0.5,-171.93666676166552
17_5_0.1,pragmatic,17,5,0.1,-205.71772330005197
17_5_0.1,explicit,17,5,0.1,-171.84368333298136
17_5_1.5,pragmatic,17,5,1.5,-206.35194726044736
17_5_1.5,explicit,17,5,1.5,-172.24170579147142
17_5_2.0,pragmatic,17,5,2.0,-206.83656506388627
17_5_2.0,explicit,17,5,2.0,-172.40554093420434
17_5_2.5,pragmatic,17,5,2.5,-207.5330946006939
17_5_2.5,explicit,17,5,2.5,-172.55225107794993
17_6_0.5,pragmatic,17,6,0.5,-205.9272372004976
17_6_0.5,explicit,17,6,0.5,-171.93666676166552
17_6_0.1,pragmatic,17,6,0.1,-205.8718819285333
17_6_0.1,explicit,17,6,0.1,-171.84368333298136
17_6_1.5,pragmatic,17,6,1.5,-206.21735805818093
17_6_1.5,explicit,17,6,1.5,-172.24170579147142
17_6_2.0,pragmatic,17,6,2.0,-206.50894085698675
17_6_2.0,explicit,17,6,2.0,-172.40554093420434
17_6_2.5,pragmatic,17,6,2.5,-206.9658019036423
17_6_2.5,explicit,17,6,2.5,-172.55225107794993
17_7_0.5,pragmatic,17,7,0.5,-206.0213078179947
17_7_0.5,explicit,17,7,0.5,-171.93666676166552
17_7_0.1,pragmatic,17,7,0.1,-206.00066587884706
17_7_0.1,explicit,17,7,0.1,-171.84368333298136
17_7_1.5,pragmatic,17,7,1.5,-206.14736967451086
17_7_1.5,explicit,17,7,1.5,-172.24170579147142
17_7_2.0,pragmatic,17,7,2.0,-206.2907036568789
17_7_2.0,explicit,17,7,2.0,-172.40554093420434
17_7_2.5,pragmatic,17,7,2.5,-206.5335919471794
17_7_2.5,explicit,17,7,2.5,-172.55225107794993
18_1_0.5,pragmatic,18,1,0.5,-182.578957079837
18_1_0.5,explicit,18,1,0.5,-173.29849795921376
18_1_0.1,pragmatic,18,1,0.1,-183.10961342153934
18_1_0.1,explicit,18,1,0.1,-173.20691594855836
18_1_1.5,pragmatic,18,1,1.5,-180.4794031350575
18_1_1.5,explicit,18,1,1.5,-173.59902651674156
18_1_2.0,pragmatic,18,1,2.0,-179.10721286070307
18_1_2.0,explicit,18,1,2.0,-173.7603692131779
18_1_2.5,pragmatic,18,1,2.5,-177.74325611483894
18_1_2.5,explicit,18,1,2.5,-173.90473831512278
18_2_0.5,pragmatic,18,2,0.5,-197.5690502057761
18_2_0.5,explicit,18,2,0.5,-173.29849795921376
18_2_0.1,pragmatic,18,2,0.1,-197.91742075653048
18_2_0.1,explicit,18,2,0.1,-173.20691594855836
18_2_1.5,pragmatic,18,2,1.5,-195.60382818018783
18_2_1.5,explicit,18,2,1.5,-173.59902651674156
18_2_2.0,pragmatic,18,2,2.0,-193.59652919316034
18_2_2.0,explicit,18,2,2.0,-173.7603692131779
18_2_2.5,pragmatic,18,2,2.5,-190.66384100202941
18_2_2.5,explicit,18,2,2.5,-173.90473831512278
18_3_0.5,pragmatic,18,3,0.5,-205.14398243556468
18_3_0.5,explicit,18,3,0.5,-173.29849795921376
18_3_0.1,pragmatic,18,3,0.1,-205.05649227050313
18_3_0.1,explicit,18,3,0.1,-173.20691594855836
18_3_1.5,pragmatic,18,3,1.5,-205.33158647298015
18_3_1.5,explicit,18,3,1.5,-173.59902651674156
18_3_2.0,pragmatic,18,3,2.0,-205.19818336697517
18_3_2.0,explicit,18,3,2.0,-173.7603692131779
18_3_2.5,pragmatic,18,3,2.5,-204.55808434600044
18_3_2.5,explicit,18,3,2.5,-173.90473831512278
18_4_0.5,pragmatic,18,4,0.5,-207.07754361518948
18_4_0.5,explicit,18,4,0.5,-173.29849795921376
18_4_0.1,pragmatic,18,4,0.1,-206.92301067596708
18_4_0.1,explicit,18,4,0.1,-173.20691594855836
18_4_1.5,pragmatic,18,4,1.5,-207.7745660549972
18_4_1.5,explicit,18,4,1.5,-173.59902651674156
18_4_2.0,pragmatic,18,4,2.0,-208.33467278322195
18_4_2.0,explicit,18,4,2.0,-173.7603692131779
18_4_2.5,pragmatic,18,4,2.5,-208.99962627350436
18_4_2.5,explicit,18,4,2.5,-173.90473831512278
18_5_0.5,pragmatic,18,5,0.5,-207.38377649968032
18_5_0.5,explicit,18,5,0.5,-173.29849795921376
18_5_0.1,pragmatic,18,5,0.1,-207.2824083181679
18_5_0.1,explicit,18,5,0.1,-173.20691594855836
18_5_1.5,pragmatic,18,5,1.5,-207.89072071031163
18_5_1.5,explicit,18,5,1.5,-173.59902651674156
18_5_2.0,pragmatic,18,5,2.0,-208.37006661465668
18_5_2.0,explicit,18,5,2.0,-173.7603692131779
18_5_2.5,pragmatic,18,5,2.5,-209.0718968268838
18_5_2.5,explicit,18,5,2.5,-173.90473831512278
18_6_0.5,pragmatic,18,6,0.5,-207.42951749767576
18_6_0.5,explicit,18,6,0.5,-173.29849795921376
18_6_0.1,pragmatic,18,6,0.1,-207.38182947767675
18_6_0.1,explicit,18,6,0.1,-173.20691594855836
18_6_1.5,pragmatic,18,6,1.5,-207.69089894555862
18_6_1.5,explicit,18,6,1.5,-173.59902651674156
18_6_2.0,pragmatic,18,6,2.0,-207.96495527045371
18_6_2.0,explicit,18,6,2.0,-173.7603692131779
18_6_2.5,pragmatic,18,6,2.5,-208.4063655348442
18_6_2.5,explicit,18,6,2.5,-173.90473831512278
18_7_0.5,pragmatic,18,7,0.5,-207.50089374244095
18_7_0.5,explicit,18,7,0.5,-173.29849795921376
18_7_0.1,pragmatic,18,7,0.1,-207.4871318068823
18_7_0.1,explicit,18,7,0.1,-173.20691594855836
18_7_1.5,pragmatic,18,7,1.5,-207.59857238652847
18_7_1.5,explicit,18,7,1.5,-173.59902651674156
18_7_2.0,pragmatic,18,7,2.0,-207.72144508721126
18_7_2.0,explicit,18,7,2.0,-173.7603692131779
18_7_2.5,pragmatic,18,7,2.5,-207.94172739357523
18_7_2.5,explicit,18,7,2.5,-173.90473831512278
19_1_0.5,pragmatic,19,1,0.5,-184.3860079474601
19_1_0.5,explicit,19,1,0.5,-174.62927361305427
19_1_0.1,pragmatic,19,1,0.1,-184.94082183961902
19_1_0.1,explicit,19,1,0.1,-174.53972740049883
19_1_1.5,pragmatic,19,1,1.5,-182.18265208362467
19_1_1.5,explicit,19,1,1.5,-174.9229427805937
19_1_2.0,pragmatic,19,1,2.0,-180.73433179478621
19_1_2.0,explicit,19,1,2.0,-175.08040689523682
19_1_2.5,pragmatic,19,1,2.5,-179.28769820721547
19_1_2.5,explicit,19,1,2.5,-175.22114655107768
19_2_0.5,pragmatic,19,2,0.5,-199.56669930808306
19_2_0.5,explicit,19,2,0.5,-174.62927361305427
19_2_0.1,pragmatic,19,2,0.1,-199.89966097065516
19_2_0.1,explicit,19,2,0.1,-174.53972740049883
19_2_1.5,pragmatic,19,2,1.5,-197.66503109415294
19_2_1.5,explicit,19,2,1.5,-174.9229427805937
19_2_2.0,pragmatic,19,2,2.0,-195.6900450560503
19_2_2.0,explicit,19,2,2.0,-175.08040689523682
19_2_2.5,pragmatic,19,2,2.5,-192.7575628906352
19_2_2.5,explicit,19,2,2.5,-175.22114655107768
19_3_0.5,pragmatic,19,3,0.5,-206.83740167524735
19_3_0.5,explicit,19,3,0.5,-174.62927361305427
19_3_0.1,pragmatic,19,3,0.1,-206.7391345534365
19_3_0.1,explicit,19,3,0.1,-174.53972740049883
19_3_1.5,pragmatic,19,3,1.5,-207.0926364307287
19_3_1.5,explicit,19,3,1.5,-174.9229427805937
19_3_2.0,pragmatic,19,3,2.0,-207.0333021518973
19_3_2.0,explicit,19,3,2.0,-175.08040689523682
19_3_2.5,pragmatic,19,3,2.5,-206.50754030768218
19_3_2.5,explicit,19,3,2.5,-175.22114655107768
19_4_0.5,pragmatic,19,4,0.5,-208.54240768791044
19_4_0.5,explicit,19,4,0.5,-174.62927361305427
19_4_0.1,pragmatic,19,4,0.1,-208.38883216097557
19_4_0.1,explicit,19,4,0.1,-174.53972740049883
19_4_1.5,pragmatic,19,4,1.5,-209.24896708616978
19_4_1.5,explicit,19,4,1.5,-174.9229427805937
19_4_2.0,pragmatic,19,4,2.0,-209.830842473085
19_4_2.0,explicit,19,4,2.0,-175.08040689523682
19_4_2.5,pragmatic,19,4,2.5,-210.54038365935318
19_4_2.5,explicit,19,4,2.5,-175.22114655107768
19_5_0.5,pragmatic,19,5,0.5,-208.73774185551775
19_5_0.5,explicit,19,5,0.5,-174.62927361305427
19_5_0.1,pragmatic,19,5,0.1,-208.6420768001029
19_5_0.1,explicit,19,5,0.1,-174.53972740049883
19_5_1.5,pragmatic,19,5,1.5,-209.22771277335087
19_5_1.5,explicit,19,5,1.5,-174.9229427805937
19_5_2.0,pragmatic,19,5,2.0,-209.7017129998972
19_5_2.0,explicit,19,5,2.0,-175.08040689523682
19_5_2.5,pragmatic,19,5,2.5,-210.40599383732814
19_5_2.5,explicit,19,5,2.5,-175.22114655107768
19_6_0.5,pragmatic,19,6,0.5,-208.73496148484787
19_6_0.5,explicit,19,6,0.5,-174.62927361305427
19_6_0.1,pragmatic,19,6,0.1,-208.69386861296647
19_6_0.1,explicit,19,6,0.1,-174.53972740049883
19_6_1.5,pragmatic,19,6,1.5,-208.97172060885973
19_6_1.5,explicit,19,6,1.5,-174.9229427805937
19_6_2.0,pragmatic,19,6,2.0,-209.23067231360648
19_6_2.0,explicit,19,6,2.0,-175.08040689523682
19_6_2.5,pragmatic,19,6,2.5,-209.65821910134895
19_6_2.5,explicit,19,6,2.5,-175.22114655107768
19_7_0.5,pragmatic,19,7,0.5,-208.78692595215398
19_7_0.5,explicit,19,7,0.5,-174.62927361305427
19_7_0.1,pragmatic,19,7,0.1,-208.77910491516332
19_7_0.1,explicit,19,7,0.1,-174.53972740049883
19_7_1.5,pragmatic,19,7,1.5,-208.86036891033382
19_7_1.5,explicit,19,7,1.5,-174.9229427805937
19_7_2.0,pragmatic,19,7,2.0,-208.9659842461809
19_7_2.0,explicit,19,7,2.0,-175.08040689523682
19_7_2.5,pragmatic,19,7,2.5,-209.1672281665987
19_7_2.5,explicit,19,7,2.5,-175.22114655107768
