configuration,questionerType,alpha_q,alpha_a,beta,likelihood
16_3_0.5,explicit,16,3,0.5,-95.57041303609701
16_3_0.1,pragmatic,16,3,0.1,-86.93174323238853
16_3_0.1,explicit,16,3,0.1,-95.60849507879101
16_3_1.5,pragmatic,16,3,1.5,-87.09117182319925
16_3_1.5,explicit,16,3,1.5,-95.44936204647426
16_3_2.0,pragmatic,16,3,2.0,-87.13128301092989
16_3_2.0,explicit,16,3,2.0,-95.38647801149558
16_3_2.5,pragmatic,16,3,2.5,-87.07135536496662
16_3_2.5,explicit,16,3,2.5,-95.33124894262181
16_4_0.5,pragmatic,16,4,0.5,-87.43151446446778
16_4_0.5,explicit,16,4,0.5,-95.57041303609701
16_4_0.1,pragmatic,16,4,0.1,-87.3810563555654
16_4_0.1,explicit,16,4,0.1,-95.60849507879101
16_4_1.5,pragmatic,16,4,1.5,-87.68354373338973
16_4_1.5,explicit,16,4,1.5,-95.44936204647426
16_4_2.0,pragmatic,16,4,2.0,-87.91635456758627
16_4_2.0,explicit,16,4,2.0,-95.38647801149558
16_4_2.5,pragmatic,16,4,2.5,-88.23608192692018
16_4_2.5,explicit,16,4,2.5,-95.33124894262181
16_5_0.5,pragmatic,16,5,0.5,-87.50666621832056
16_5_0.5,explicit,16,5,0.5,-95.57041303609701
16_5_0.1,pragmatic,16,5,0.1,-87.47678893222371
16_5_0.1,explicit,16,5,0.1,-95.60849507879101
16_5_1.5,pragmatic,16,5,1.5,-87.66348093004916
16_5_1.5,explicit,16,5,1.5,-95.44936204647426
16_5_2.0,pragmatic,16,5,2.0,-87.82482456298015
16_5_2.0,explicit,16,5,2.0,-95.38647801149558
16_5_2.5,pragmatic,16,5,2.5,-88.08741122944119
16_5_2.5,explicit,16,5,2.5,-95.33124894262181
16_6_0.5,pragmatic,16,6,0.5,-87.56137212829515
16_6_0.5,explicit,16,6,0.5,-95.57041303609701
16_6_0.1,pragmatic,16,6,0.1,-87.5456437235254
16_6_0.1,explicit,16,6,0.1,-95.60849507879101
16_6_1.5,pragmatic,16,6,1.5,-87.64013371210318
16_6_1.5,explicit,16,6,1.5,-95.44936204647426
16_6_2.0,pragmatic,16,6,2.0,-87.7183372857785
16_6_2.0,explicit,16,6,2.0,-95.38647801149558
16_6_2.5,pragmatic,16,6,2.5,-87.84746891006861
16_6_2.5,explicit,16,6,2.5,-95.33124894262181
16_7_0.5,pragmatic,16,7,0.5,-87.63600755244912
16_7_0.5,explicit,16,7,0.5,-95.57041303609701
16_7_0.1,pragmatic,16,7,0.1,-87.62543082839912
16_7_0.1,explicit,16,7,0.1,-95.60849507879101
16_7_1.5,pragmatic,16,7,1.5,-87.6836181638353
16_7_1.5,explicit,16,7,1.5,-95.44936204647426
16_7_2.0,pragmatic,16,7,2.0,-87.7241233456612
16_7_2.0,explicit,16,7,2.0,-95.38647801149558
16_7_2.5,pragmatic,16,7,2.5,-87.78340179366555
16_7_2.5,explicit,16,7,2.5,-95.33124894262181
17_1_0.5,pragmatic,17,1,0.5,-86.69082993626759
17_1_0.5,explicit,17,1,0.5,-94.9029853890786
17_1_0.1,pragmatic,17,1,0.1,-86.51104796560318
17_1_0.1,explicit,17,1,0.1,-94.9358267853718
17_1_1.5,pragmatic,17,1,1.5,-87.58903664310563
17_1_1.5,explicit,17,1,1.5,-94.7981347318999
17_1_2.0,pragmatic,17,1,2.0,-88.38159340583766
17_1_2.0,explicit,17,1,2.0,-94.74343546503144
17_1_2.5,pragmatic,17,1,2.5,-89.40106686402079
17_1_2.5,explicit,17,1,2.5,-94.69529315918693
17_2_0.5,pragmatic,17,2,0.5,-85.82987085695633
17_2_0.5,explicit,17,2,0.5,-94.9029853890786
17_2_0.1,pragmatic,17,2,0.1,-85.87465586172281
17_2_0.1,explicit,17,2,0.1,-94.9358267853718
17_2_1.5,pragmatic,17,2,1.5,-85.61295819450216
17_2_1.5,explicit,17,2,1.5,-94.7981347318999
17_2_2.0,pragmatic,17,2,2.0,-85.46099756050556
17_2_2.0,explicit,17,2,2.0,-94.74343546503144
17_2_2.5,pragmatic,17,2,2.5,-85.39138304649005
17_2_2.5,explicit,17,2,2.5,-94.69529315918693
17_3_0.5,pragmatic,17,3,0.5,-87.46036556193032
17_3_0.5,explicit,17,3,0.5,-94.9029853890786
17_3_0.1,pragmatic,17,3,0.1,-87.41732732719858
17_3_0.1,explicit,17,3,0.1,-94.9358267853718
17_3_1.5,pragmatic,17,3,1.5,-87.61469109717586
17_3_1.5,explicit,17,3,1.5,-94.7981347318999
17_3_2.0,pragmatic,17,3,2.0,-87.67117833774294
17_3_2.0,explicit,17,3,2.0,-94.74343546503144
17_3_2.5,pragmatic,17,3,2.5,-87.61364063284543
17_3_2.5,explicit,17,3,2.5,-94.69529315918693
17_4_0.5,pragmatic,17,4,0.5,-87.90531438597955
17_4_0.5,explicit,17,4,0.5,-94.9029853890786
17_4_0.1,pragmatic,17,4,0.1,-87.84904468040726
17_4_0.1,explicit,17,4,0.1,-94.9358267853718
17_4_1.5,pragmatic,17,4,1.5,-88.18750216685837
17_4_1.5,explicit,17,4,1.5,-94.7981347318999
17_4_2.0,pragmatic,17,4,2.0,-88.44971095703075
17_4_2.0,explicit,17,4,2.0,-94.74343546503144
17_4_2.5,pragmatic,17,4,2.5,-88.81236085281876
17_4_2.5,explicit,17,4,2.5,-94.69529315918693
17_5_0.5,pragmatic,17,5,0.5,-87.94102324213954
17_5_0.5,explicit,17,5,0.5,-94.9029853890786
17_5_0.1,pragmatic,17,5,0.1,-87.90957482053382
17_5_0.1,explicit,17,5,0.1,-94.9358267853718
17_5_1.5,pragmatic,17,5,1.5,-88.10802133483713
17_5_1.5,explicit,17,5,1.5,-94.7981347318999
17_5_2.0,pragmatic,17,5,2.0,-88.28201499249532
17_5_2.0,explicit,17,5,2.0,-94.74343546503144
17_5_2.5,pragmatic,17,5,2.5,-88.56740345152895
17_5_2.5,explicit,17,5,2.5,-94.69529315918693
17_6_0.5,pragmatic,17,6,0.5,-87.97763471254542
17_6_0.5,explicit,17,6,0.5,-94.9029853890786
17_6_0.1,pragmatic,17,6,0.1,-87.96240004402172
17_6_0.1,explicit,17,6,0.1,-94.9358267853718
17_6_1.5,pragmatic,17,6,1.5,-88.05559041819433
17_6_1.5,explicit,17,6,1.5,-94.7981347318999
17_6_2.0,pragmatic,17,6,2.0,-88.13526901009739
17_6_2.0,explicit,17,6,2.0,-94.74343546503144
17_6_2.5,pragmatic,17,6,2.5,-88.26983412761082
17_6_2.5,explicit,17,6,2.5,-94.69529315918693
17_7_0.5,pragmatic,17,7,0.5,-88.04806494788515
17_7_0.5,explicit,17,7,0.5,-94.9029853890786
17_7_0.1,pragmatic,17,7,0.1,-88.03861428747739
17_7_0.1,explicit,17,7,0.1,-94.9358267853718
17_7_1.5,pragmatic,17,7,1.5,-88.09101530812833
17_7_1.5,explicit,17,7,1.5,-94.7981347318999
17_7_2.0,pragmatic,17,7,2.0,-88.12852099397121
17_7_2.0,explicit,17,7,2.0,-94.74343546503144
17_7_2.5,pragmatic,17,7,2.5,-88.18554281858705
17_7_2.5,explicit,17,7,2.5,-94.69529315918693
18_1_0.5,pragmatic,18,1,0.5,-86.29455184548249
18_1_0.5,explicit,18,1,0.5,-94.34053009578629
18_1_0.1,pragmatic,18,1,0.1,-86.13796268439783
18_1_0.1,explicit,18,1,0.1,-94.36889123289237
18_1_1.5,pragmatic,18,1,1.5,-87.10760591280092
18_1_1.5,explicit,18,1,1.5,-94.24970937732495
18_1_2.0,pragmatic,18,1,2.0,-87.85297480464924
18_1_2.0,explicit,18,1,2.0,-94.2022023713977
18_1_2.5,pragmatic,18,1,2.5,-88.83638126755773
18_1_2.5,explicit,18,1,2.5,-94.16034164600359
18_2_0.5,pragmatic,18,2,0.5,-86.12959719928189
18_2_0.5,explicit,18,2,0.5,-94.34053009578629
18_2_0.1,pragmatic,18,2,0.1,-86.18593566906107
18_2_0.1,explicit,18,2,0.1,-94.36889123289237
18_2_1.5,pragmatic,18,2,1.5,-85.83650950786169
18_2_1.5,explicit,18,2,1.5,-94.24970937732495
18_2_2.0,pragmatic,18,2,2.0,-85.59439423254133
18_2_2.0,explicit,18,2,2.0,-94.2022023713977
18_2_2.5,pragmatic,18,2,2.5,-85.38004487785818
18_2_2.5,explicit,18,2,2.5,-94.16034164600359
18_3_0.5,pragmatic,18,3,0.5,-87.96000355909047
18_3_0.5,explicit,18,3,0.5,-94.34053009578629
18_3_0.1,pragmatic,18,3,0.1,-87.90897101896512
18_3_0.1,explicit,18,3,0.1,-94.36889123289237
18_3_1.5,pragmatic,18,3,1.5,-88.14789028017975
18_3_1.5,explicit,18,3,1.5,-94.24970937732495
18_3_2.0,pragmatic,18,3,2.0,-88.2261638783677
18_3_2.0,explicit,18,3,2.0,-94.2022023713977
18_3_2.5,pragmatic,18,3,2.5,-88.18248002694939
18_3_2.5,explicit,18,3,2.5,-94.16034164600359
18_4_0.5,pragmatic,18,4,0.5,-88.362867737588
18_4_0.5,explicit,18,4,0.5,-94.34053009578629
18_4_0.1,pragmatic,18,4,0.1,-88.30132703578164
18_4_0.1,explicit,18,4,0.1,-94.36889123289237
18_4_1.5,pragmatic,18,4,1.5,-88.67321573580546
18_4_1.5,explicit,18,4,1.5,-94.24970937732495
18_4_2.0,pragmatic,18,4,2.0,-88.96348219987253
18_4_2.0,explicit,18,4,2.0,-94.2022023713977
18_4_2.5,pragmatic,18,4,2.5,-89.36760341027667
18_4_2.5,explicit,18,4,2.5,-94.16034164600359
18_5_0.5,pragmatic,18,5,0.5,-88.35280484768694
18_5_0.5,explicit,18,5,0.5,-94.34053009578629
18_5_0.1,pragmatic,18,5,0.1,-88.32022335822873
18_5_0.1,explicit,18,5,0.1,-94.36889123289237
18_5_1.5,pragmatic,18,5,1.5,-88.5282684611949
18_5_1.5,explicit,18,5,1.5,-94.24970937732495
18_5_2.0,pragmatic,18,5,2.0,-88.71360606458099
18_5_2.0,explicit,18,5,2.0,-94.2022023713977
18_5_2.5,pragmatic,18,5,2.5,-89.01995622752024
18_5_2.5,explicit,18,5,2.5,-94.16034164600359
18_6_0.5,pragmatic,18,6,0.5,-88.36893994658858
18_6_0.5,explicit,18,6,0.5,-94.34053009578629
18_6_0.1,pragmatic,18,6,0.1,-88.35448674918982
18_6_0.1,explicit,18,6,0.1,-94.36889123289237
18_6_1.5,pragmatic,18,6,1.5,-88.44499187175786
18_6_1.5,explicit,18,6,1.5,-94.24970937732495
18_6_2.0,pragmatic,18,6,2.0,-88.52537470650667
18_6_2.0,explicit,18,6,2.0,-94.2022023713977
18_6_2.5,pragmatic,18,6,2.5,-88.66436494673887
18_6_2.5,explicit,18,6,2.5,-94.16034164600359
18_7_0.5,pragmatic,18,7,0.5,-88.43396492435271
18_7_0.5,explicit,18,7,0.5,-94.34053009578629
18_7_0.1,pragmatic,18,7,0.1,-88.42581882414383
18_7_0.1,explicit,18,7,0.1,-94.36889123289237
18_7_1.5,pragmatic,18,7,1.5,-88.47157932235915
18_7_1.5,explicit,18,7,1.5,-94.24970937732495
18_7_2.0,pragmatic,18,7,2.0,-88.5056516397308
18_7_2.0,explicit,18,7,2.0,-94.2022023713977
18_7_2.5,pragmatic,18,7,2.5,-88.55993982148023
18_7_2.5,explicit,18,7,2.5,-94.16034164600359
19_1_0.5,pragmatic,19,1,0.5,-85.9985068550995
19_1_0.5,explicit,19,1,0.5,-93.8694672676629
19_1_0.1,pragmatic,19,1,0.1,-85.86511148814539
19_1_0.1,explicit,19,1,0.1,-93.89392584642948
19_1_1.5,pragmatic,19,1,1.5,-86.72536087791455
19_1_1.5,explicit,19,1,1.5,-93.79100173862092
19_1_2.0,pragmatic,19,1,2.0,-87.42187900430002
19_1_2.0,explicit,19,1,2.0,-93.74990253172534
19_1_2.5,pragmatic,19,1,2.5,-88.36679808338278
19_1_2.5,explicit,19,1,2.5,-93.71367487824465
19_2_0.5,pragmatic,19,2,0.5,-86.47829050400061
19_2_0.5,explicit,19,2,0.5,-93.8694672676629
19_2_0.1,pragmatic,19,2,0.1,-86.54310465330317
19_2_0.1,explicit,19,2,0.1,-93.89392584642948
19_2_1.5,pragmatic,19,2,1.5,-86.12466421728035
19_2_1.5,explicit,19,2,1.5,-93.79100173862092
19_2_2.0,pragmatic,19,2,2.0,-85.80583410443064
19_2_2.0,explicit,19,2,2.0,-93.74990253172534
19_2_2.5,pragmatic,19,2,2.5,-85.46198954302817
19_2_2.5,explicit,19,2,2.5,-93.71367487824465
19_3_0.5,pragmatic,19,3,0.5,-88.45186576953861
19_3_0.5,explicit,19,3,0.5,-93.8694672676629
19_3_0.1,pragmatic,19,3,0.1,-88.39271505623802
19_3_0.1,explicit,19,3,0.1,-93.89392584642948
19_3_1.5,pragmatic,19,3,1.5,-88.67514072985162
19_3_1.5,explicit,19,3,1.5,-93.79100173862092
19_3_2.0,pragmatic,19,3,2.0,-88.77856729654907
19_3_2.0,explicit,19,3,2.0,-93.74990253172534
19_3_2.5,pragmatic,19,3,2.5,-88.75665371342913
19_3_2.5,explicit,19,3,2.5,-93.71367487824465
19_4_0.5,pragmatic,19,4,0.5,-88.79787926888551
19_4_0.5,explicit,19,4,0.5,-93.8694672676629
19_4_0.1,pragmatic,19,4,0.1,-88.73142156274626
19_4_0.1,explicit,19,4,0.1,-93.89392584642948
19_4_1.5,pragmatic,19,4,1.5,-89.13486882193718
19_4_1.5,explicit,19,4,1.5,-93.79100173862092
19_4_2.0,pragmatic,19,4,2.0,-89.45185082373952
19_4_2.0,explicit,19,4,2.0,-93.74990253172534
19_4_2.5,pragmatic,19,4,2.5,-89.89547200796038
19_4_2.5,explicit,19,4,2.5,-93.71367487824465
19_5_0.5,pragmatic,19,5,0.5,-88.73820998707544
19_5_0.5,explicit,19,5,0.5,-93.8694672676629
19_5_0.1,pragmatic,19,5,0.1,-88.70470079835395
19_5_0.1,explicit,19,5,0.1,-93.89392584642948
19_5_1.5,pragmatic,19,5,1.5,-88.92129000913951
19_5_1.5,explicit,19,5,1.5,-93.79100173862092
19_5_2.0,pragmatic,19,5,2.0,-89.11718179400364
19_5_2.0,explicit,19,5,2.0,-93.74990253172534
19_5_2.5,pragmatic,19,5,2.5,-89.44310259740617
19_5_2.5,explicit,19,5,2.5,-93.71367487824465
19_6_0.5,pragmatic,19,6,0.5,-88.73212923023974
19_6_0.5,explicit,19,6,0.5,-93.8694672676629
19_6_0.1,pragmatic,19,6,0.1,-88.71854504981415
19_6_0.1,explicit,19,6,0.1,-93.89392584642948
19_6_1.5,pragmatic,19,6,1.5,-88.80600970868231
19_6_1.5,explicit,19,6,1.5,-93.79100173862092
19_6_2.0,pragmatic,19,6,2.0,-88.8868988945848
19_6_2.0,explicit,19,6,2.0,-93.74990253172534
19_6_2.5,pragmatic,19,6,2.5,-89.02989683212729
19_6_2.5,explicit,19,6,2.5,-93.71367487824465
19_7_0.5,pragmatic,19,7,0.5,-88.79058895065602
19_7_0.5,explicit,19,7,0.5,-93.8694672676629
19_7_0.1,pragmatic,19,7,0.1,-88.78377314056439
19_7_0.1,explicit,19,7,0.1,-93.89392584642948
19_7_1.5,pragmatic,19,7,1.5,-88.82289752871154
19_7_1.5,explicit,19,7,1.5,-93.79100173862092
19_7_2.0,pragmatic,19,7,2.0,-88.85365359759813
19_7_2.0,explicit,19,7,2.0,-93.74990253172534
19_7_2.5,pragmatic,19,7,2.5,-88.90534772210138
19_7_2.5,explicit,19,7,2.5,-93.71367487824465
