configuration,answererType,alpha_q,alpha_a,beta,likelihood
17_5_0.5,explicit,17,5,0.5,-185.44245460573657
17_5_0.1,pragmatic,17,5,0.1,-62.05056658469054
17_5_0.1,explicit,17,5,0.1,-180.1136103579562
17_5_1.5,pragmatic,17,5,1.5,-58.29019818217403
17_5_1.5,explicit,17,5,1.5,-212.936247237278
17_5_2.0,pragmatic,17,5,2.0,-59.22421173771287
17_5_2.0,explicit,17,5,2.0,-235.68135102475446
17_5_2.5,pragmatic,17,5,2.5,-61.761296880673825
17_5_2.5,explicit,17,5,2.5,-264.3891072534063
17_6_0.5,pragmatic,17,6,0.5,-58.68465392881578
17_6_0.5,explicit,17,6,0.5,-185.44245460573657
17_6_0.1,pragmatic,17,6,0.1,-60.669902654045124
17_6_0.1,explicit,17,6,0.1,-180.1136103579562
17_6_1.5,pragmatic,17,6,1.5,-55.96446612131237
17_6_1.5,explicit,17,6,1.5,-212.936247237278
17_6_2.0,pragmatic,17,6,2.0,-56.190453465201415
17_6_2.0,explicit,17,6,2.0,-235.68135102475446
17_6_2.5,pragmatic,17,6,2.5,-57.67421116082304
17_6_2.5,explicit,17,6,2.5,-264.3891072534063
17_7_0.5,pragmatic,17,7,0.5,-58.425451623246786
17_7_0.5,explicit,17,7,0.5,-185.44245460573657
17_7_0.1,pragmatic,17,7,0.1,-60.51737510553838
17_7_0.1,explicit,17,7,0.1,-180.1136103579562
17_7_1.5,pragmatic,17,7,1.5,-55.232724096341734
17_7_1.5,explicit,17,7,1.5,-212.936247237278
17_7_2.0,pragmatic,17,7,2.0,-55.05722533368548
17_7_2.0,explicit,17,7,2.0,-235.68135102475446
17_7_2.5,pragmatic,17,7,2.5,-55.96843975696911
17_7_2.5,explicit,17,7,2.5,-264.3891072534063
18_2_0.5,pragmatic,18,2,0.5,-91.3086521346344
18_2_0.5,explicit,18,2,0.5,-185.44245460573657
18_2_0.1,pragmatic,18,2,0.1,-90.77947319522204
18_2_0.1,explicit,18,2,0.1,-180.1136103579562
18_2_1.5,pragmatic,18,2,1.5,-100.34730765312639
18_2_1.5,explicit,18,2,1.5,-212.936247237278
18_2_2.0,pragmatic,18,2,2.0,-110.86448298336992
18_2_2.0,explicit,18,2,2.0,-235.68135102475446
18_2_2.5,pragmatic,18,2,2.5,-126.61075774015626
18_2_2.5,explicit,18,2,2.5,-264.3891072534063
18_3_0.5,pragmatic,18,3,0.5,-72.6794796134011
18_3_0.5,explicit,18,3,0.5,-185.44245460573657
18_3_0.1,pragmatic,18,3,0.1,-73.52981435881927
18_3_0.1,explicit,18,3,0.1,-180.1136103579562
18_3_1.5,pragmatic,18,3,1.5,-75.40429826670726
18_3_1.5,explicit,18,3,1.5,-212.936247237278
18_3_2.0,pragmatic,18,3,2.0,-80.61411447916593
18_3_2.0,explicit,18,3,2.0,-235.68135102475446
18_3_2.5,pragmatic,18,3,2.5,-89.38298913759962
18_3_2.5,explicit,18,3,2.5,-264.3891072534063
18_4_0.5,pragmatic,18,4,0.5,-64.05263564971867
18_4_0.5,explicit,18,4,0.5,-185.44245460573657
18_4_0.1,pragmatic,18,4,0.1,-65.55950327115339
18_4_0.1,explicit,18,4,0.1,-180.1136103579562
18_4_1.5,pragmatic,18,4,1.5,-63.6186246093674
18_4_1.5,explicit,18,4,1.5,-212.936247237278
18_4_2.0,pragmatic,18,4,2.0,-65.94979310414121
18_4_2.0,explicit,18,4,2.0,-235.68135102475446
18_4_2.5,pragmatic,18,4,2.5,-70.56676856592091
18_4_2.5,explicit,18,4,2.5,-264.3891072534063
18_5_0.5,pragmatic,18,5,0.5,-60.222541513490626
18_5_0.5,explicit,18,5,0.5,-185.44245460573657
18_5_0.1,pragmatic,18,5,0.1,-62.038978742282374
18_5_0.1,explicit,18,5,0.1,-180.1136103579562
18_5_1.5,pragmatic,18,5,1.5,-58.29069136900684
18_5_1.5,explicit,18,5,1.5,-212.936247237278
18_5_2.0,pragmatic,18,5,2.0,-59.22869646782208
18_5_2.0,explicit,18,5,2.0,-235.68135102475446
18_5_2.5,pragmatic,18,5,2.5,-61.76743342772759
18_5_2.5,explicit,18,5,2.5,-264.3891072534063
18_6_0.5,pragmatic,18,6,0.5,-58.76173880926637
18_6_0.5,explicit,18,6,0.5,-185.44245460573657
18_6_0.1,pragmatic,18,6,0.1,-60.74339439814948
18_6_0.1,explicit,18,6,0.1,-180.1136103579562
18_6_1.5,pragmatic,18,6,1.5,-56.05410175898859
18_6_1.5,explicit,18,6,1.5,-212.936247237278
18_6_2.0,pragmatic,18,6,2.0,-56.28736423128741
18_6_2.0,explicit,18,6,2.0,-235.68135102475446
18_6_2.5,pragmatic,18,6,2.5,-57.7779602011777
18_6_2.5,explicit,18,6,2.5,-264.3891072534063
18_7_0.5,pragmatic,18,7,0.5,-58.57446459875106
18_7_0.5,explicit,18,7,0.5,-185.44245460573657
18_7_0.1,pragmatic,18,7,0.1,-60.66258061579344
18_7_0.1,explicit,18,7,0.1,-180.1136103579562
18_7_1.5,pragmatic,18,7,1.5,-55.39548923930787
18_7_1.5,explicit,18,7,1.5,-212.936247237278
18_7_2.0,pragmatic,18,7,2.0,-55.228424322475405
18_7_2.0,explicit,18,7,2.0,-235.68135102475446
18_7_2.5,pragmatic,18,7,2.5,-56.148177102247125
18_7_2.5,explicit,18,7,2.5,-264.3891072534063
19_2_0.5,pragmatic,19,2,0.5,-91.03760559096692
19_2_0.5,explicit,19,2,0.5,-185.44245460573657
19_2_0.1,pragmatic,19,2,0.1,-90.51200700315862
19_2_0.1,explicit,19,2,0.1,-180.1136103579562
19_2_1.5,pragmatic,19,2,1.5,-100.05795164457746
19_2_1.5,explicit,19,2,1.5,-212.936247237278
19_2_2.0,pragmatic,19,2,2.0,-110.5585730394851
19_2_2.0,explicit,19,2,2.0,-235.68135102475446
19_2_2.5,pragmatic,19,2,2.5,-126.28283697333117
19_2_2.5,explicit,19,2,2.5,-264.3891072534063
19_3_0.5,pragmatic,19,3,0.5,-72.48811119858249
19_3_0.5,explicit,19,3,0.5,-185.44245460573657
19_3_0.1,pragmatic,19,3,0.1,-73.34013487025216
19_3_0.1,explicit,19,3,0.1,-180.1136103579562
19_3_1.5,pragmatic,19,3,1.5,-75.20048935570556
19_3_1.5,explicit,19,3,1.5,-212.936247237278
19_3_2.0,pragmatic,19,3,2.0,-80.39507802622283
19_3_2.0,explicit,19,3,2.0,-235.68135102475446
19_3_2.5,pragmatic,19,3,2.5,-89.13838012170949
19_3_2.5,explicit,19,3,2.5,-264.3891072534063
19_4_0.5,pragmatic,19,4,0.5,-63.96225790052915
19_4_0.5,explicit,19,4,0.5,-185.44245460573657
19_4_0.1,pragmatic,19,4,0.1,-65.46791883412416
19_4_0.1,explicit,19,4,0.1,-180.1136103579562
19_4_1.5,pragmatic,19,4,1.5,-63.52935207821681
19_4_1.5,explicit,19,4,1.5,-212.936247237278
19_4_2.0,pragmatic,19,4,2.0,-65.85712479952852
19_4_2.0,explicit,19,4,2.0,-235.68135102475446
19_4_2.5,pragmatic,19,4,2.5,-70.46459013439345
19_4_2.5,explicit,19,4,2.5,-264.3891072534063
19_5_0.5,pragmatic,19,5,0.5,-60.223084614588686
19_5_0.5,explicit,19,5,0.5,-185.44245460573657
19_5_0.1,pragmatic,19,5,0.1,-62.03677716686713
19_5_0.1,explicit,19,5,0.1,-180.1136103579562
19_5_1.5,pragmatic,19,5,1.5,-58.299918659816456
19_5_1.5,explicit,19,5,1.5,-212.936247237278
19_5_2.0,pragmatic,19,5,2.0,-59.24181821568837
19_5_2.0,explicit,19,5,2.0,-235.68135102475446
19_5_2.5,pragmatic,19,5,2.5,-61.78241978033867
19_5_2.5,explicit,19,5,2.5,-264.3891072534063
19_6_0.5,pragmatic,19,6,0.5,-58.83962294911974
19_6_0.5,explicit,19,6,0.5,-185.44245460573657
19_6_0.1,pragmatic,19,6,0.1,-60.81793654872487
19_6_0.1,explicit,19,6,0.1,-180.1136103579562
19_6_1.5,pragmatic,19,6,1.5,-56.14366077818753
19_6_1.5,explicit,19,6,1.5,-212.936247237278
19_6_2.0,pragmatic,19,6,2.0,-56.38370347447123
19_6_2.0,explicit,19,6,2.0,-235.68135102475446
19_6_2.5,pragmatic,19,6,2.5,-57.88070925555255
19_6_2.5,explicit,19,6,2.5,-264.3891072534063
19_7_0.5,pragmatic,19,7,0.5,-58.71690126498741
19_7_0.5,explicit,19,7,0.5,-185.44245460573657
19_7_0.1,pragmatic,19,7,0.1,-60.801478884220955
19_7_0.1,explicit,19,7,0.1,-180.1136103579562
19_7_1.5,pragmatic,19,7,1.5,-55.550685287316476
19_7_1.5,explicit,19,7,1.5,-212.936247237278
19_7_2.0,pragmatic,19,7,2.0,-55.39143109070719
19_7_2.0,explicit,19,7,2.0,-235.68135102475446
19_7_2.5,pragmatic,19,7,2.5,-56.31908599553556
19_7_2.5,explicit,19,7,2.5,-264.3891072534063
