configuration,answererType,alpha_q,alpha_a,beta,likelihood
16_3_0.1,explicit,16,3,0.1,-179.7136103579562
16_3_1.5,pragmatic,16,3,1.5,-107.93644234390842
16_3_1.5,explicit,16,3,1.5,-206.936247237278
16_3_2.0,pragmatic,16,3,2.0,-110.9457939311979
16_3_2.0,explicit,16,3,2.0,-227.68135102475446
16_3_2.5,pragmatic,16,3,2.5,-117.51014947654589
16_3_2.5,explicit,16,3,2.5,-254.38910725340628
16_4_0.5,pragmatic,16,4,0.5,-113.38719460959399
16_4_0.5,explicit,16,4,0.5,-183.44245460573657
16_4_0.1,pragmatic,16,4,0.1,-116.57404461337501
16_4_0.1,explicit,16,4,0.1,-179.7136103579562
16_4_1.5,pragmatic,16,4,1.5,-108.57718821233199
16_4_1.5,explicit,16,4,1.5,-206.936247237278
16_4_2.0,pragmatic,16,4,2.0,-108.60920316872921
16_4_2.0,explicit,16,4,2.0,-227.68135102475446
16_4_2.5,pragmatic,16,4,2.5,-110.87768390053225
16_4_2.5,explicit,16,4,2.5,-254.38910725340628
16_5_0.5,pragmatic,16,5,0.5,-122.1959100171328
16_5_0.5,explicit,16,5,0.5,-183.44245460573657
16_5_0.1,pragmatic,16,5,0.1,-125.69250926822576
16_5_0.1,explicit,16,5,0.1,-179.7136103579562
16_5_1.5,pragmatic,16,5,1.5,-115.85002896405665
16_5_1.5,explicit,16,5,1.5,-206.936247237278
16_5_2.0,pragmatic,16,5,2.0,-114.42381692392166
16_5_2.0,explicit,16,5,2.0,-227.68135102475446
16_5_2.5,pragmatic,16,5,2.5,-114.49735681489186
16_5_2.5,explicit,16,5,2.5,-254.38910725340628
16_6_0.5,pragmatic,16,6,0.5,-133.49370414085917
16_6_0.5,explicit,16,6,0.5,-183.44245460573657
16_6_0.1,pragmatic,16,6,0.1,-137.14530903431915
16_6_0.1,explicit,16,6,0.1,-179.7136103579562
16_6_1.5,pragmatic,16,6,1.5,-126.38405998685202
16_6_1.5,explicit,16,6,1.5,-206.936247237278
16_6_2.0,pragmatic,16,6,2.0,-124.23080117907747
16_6_2.0,explicit,16,6,2.0,-227.68135102475446
16_6_2.5,pragmatic,16,6,2.5,-123.19424045525824
16_6_2.5,explicit,16,6,2.5,-254.38910725340628
16_7_0.5,pragmatic,16,7,0.5,-146.1502028477338
16_7_0.5,explicit,16,7,0.5,-183.44245460573657
16_7_0.1,pragmatic,16,7,0.1,-149.8916495719076
16_7_0.1,explicit,16,7,0.1,-179.7136103579562
16_7_1.5,pragmatic,16,7,1.5,-138.6148112488076
16_7_1.5,explicit,16,7,1.5,-206.936247237278
16_7_2.0,pragmatic,16,7,2.0,-136.0705341041618
16_7_2.0,explicit,16,7,2.0,-227.68135102475446
16_7_2.5,pragmatic,16,7,2.5,-134.44561207787697
16_7_2.5,explicit,16,7,2.5,-254.38910725340628
17_1_0.5,pragmatic,17,1,0.5,-138.92198204079426
17_1_0.5,explicit,17,1,0.5,-183.44245460573657
17_1_0.1,pragmatic,17,1,0.1,-137.74774041991486
17_1_0.1,explicit,17,1,0.1,-179.7136103579562
17_1_1.5,pragmatic,17,1,1.5,-153.21690343827996
17_1_1.5,explicit,17,1,1.5,-206.936247237278
17_1_2.0,pragmatic,17,1,2.0,-168.41796262220322
17_1_2.0,explicit,17,1,2.0,-227.68135102475446
17_1_2.5,pragmatic,17,1,2.5,-189.72978218004405
17_1_2.5,explicit,17,1,2.5,-254.38910725340628
17_2_0.5,pragmatic,17,2,0.5,-115.48166943238358
17_2_0.5,explicit,17,2,0.5,-183.44245460573657
17_2_0.1,pragmatic,17,2,0.1,-116.60850661930229
17_2_0.1,explicit,17,2,0.1,-179.7136103579562
17_2_1.5,pragmatic,17,2,1.5,-120.2979732889313
17_2_1.5,explicit,17,2,1.5,-206.936247237278
17_2_2.0,pragmatic,17,2,2.0,-128.66792300590546
17_2_2.0,explicit,17,2,2.0,-227.68135102475446
17_2_2.5,pragmatic,17,2,2.5,-142.2638746232776
17_2_2.5,explicit,17,2,2.5,-254.38910725340628
17_3_0.5,pragmatic,17,3,0.5,-109.58718412117734
17_3_0.5,explicit,17,3,0.5,-183.44245460573657
17_3_0.1,pragmatic,17,3,0.1,-112.10808882334479
17_3_0.1,explicit,17,3,0.1,-179.7136103579562
17_3_1.5,pragmatic,17,3,1.5,-108.00958053977489
17_3_1.5,explicit,17,3,1.5,-206.936247237278
17_3_2.0,pragmatic,17,3,2.0,-111.0033153875799
17_3_2.0,explicit,17,3,2.0,-227.68135102475446
17_3_2.5,pragmatic,17,3,2.5,-117.54298080273388
17_3_2.5,explicit,17,3,2.5,-254.38910725340628
17_4_0.5,pragmatic,17,4,0.5,-113.67967044655846
17_4_0.5,explicit,17,4,0.5,-183.44245460573657
17_4_0.1,pragmatic,17,4,0.1,-116.86784630458428
17_4_0.1,explicit,17,4,0.1,-179.7136103579562
17_4_1.5,pragmatic,17,4,1.5,-108.86393785257776
17_4_1.5,explicit,17,4,1.5,-206.936247237278
17_4_2.0,pragmatic,17,4,2.0,-108.89101105714921
17_4_2.0,explicit,17,4,2.0,-227.68135102475446
17_4_2.5,pragmatic,17,4,2.5,-111.15142429348396
17_4_2.5,explicit,17,4,2.5,-254.38910725340628
17_5_0.5,pragmatic,17,5,0.5,-122.67819528743634
17_5_0.5,explicit,17,5,0.5,-183.44245460573657
17_5_0.1,pragmatic,17,5,0.1,-126.1758467506537
17_5_0.1,explicit,17,5,0.1,-179.7136103579562
17_5_1.5,pragmatic,17,5,1.5,-116.32929426354967
17_5_1.5,explicit,17,5,1.5,-206.936247237278
17_5_2.0,pragmatic,17,5,2.0,-114.90238268185806
17_5_2.0,explicit,17,5,2.0,-227.68135102475446
17_5_2.5,pragmatic,17,5,2.5,-114.97653055084959
17_5_2.5,explicit,17,5,2.5,-254.38910725340628
17_6_0.5,pragmatic,17,6,0.5,-134.14989332377323
17_6_0.5,explicit,17,6,0.5,-183.44245460573657
17_6_0.1,pragmatic,17,6,0.1,-137.8030516395489
17_6_0.1,explicit,17,6,0.1,-179.7136103579562
17_6_1.5,pragmatic,17,6,1.5,-127.03558260245981
17_6_1.5,explicit,17,6,1.5,-206.936247237278
17_6_2.0,pragmatic,17,6,2.0,-124.88107111981046
17_6_2.0,explicit,17,6,2.0,-227.68135102475446
17_6_2.5,pragmatic,17,6,2.5,-123.84557068845271
17_6_2.5,explicit,17,6,2.5,-254.38910725340628
17_7_0.5,pragmatic,17,7,0.5,-146.96576862475985
17_7_0.5,explicit,17,7,0.5,-183.44245460573657
17_7_0.1,pragmatic,17,7,0.1,-150.7094164187045
17_7_0.1,explicit,17,7,0.1,-179.7136103579562
17_7_1.5,pragmatic,17,7,1.5,-139.42307061986963
17_7_1.5,explicit,17,7,1.5,-206.936247237278
17_7_2.0,pragmatic,17,7,2.0,-136.8756826509516
17_7_2.0,explicit,17,7,2.0,-227.68135102475446
17_7_2.5,pragmatic,17,7,2.5,-135.24965823676715
17_7_2.5,explicit,17,7,2.5,-254.38910725340628
18_1_0.5,pragmatic,18,1,0.5,-138.788009476524
18_1_0.5,explicit,18,1,0.5,-183.44245460573657
18_1_0.1,pragmatic,18,1,0.1,-137.61362080863773
18_1_0.1,explicit,18,1,0.1,-179.7136103579562
18_1_1.5,pragmatic,18,1,1.5,-153.0831226354952
18_1_1.5,explicit,18,1,1.5,-206.936247237278
18_1_2.0,pragmatic,18,1,2.0,-168.28408477091727
18_1_2.0,explicit,18,1,2.0,-227.68135102475446
18_1_2.5,pragmatic,18,1,2.5,-189.5956752268529
18_1_2.5,explicit,18,1,2.5,-254.38910725340628
18_2_0.5,pragmatic,18,2,0.5,-115.39870121044504
18_2_0.5,explicit,18,2,0.5,-183.44245460573657
18_2_0.1,pragmatic,18,2,0.1,-116.52936491013386
18_2_0.1,explicit,18,2,0.1,-179.7136103579562
18_2_1.5,pragmatic,18,2,1.5,-120.19699835991693
18_2_1.5,explicit,18,2,1.5,-206.936247237278
18_2_2.0,pragmatic,18,2,2.0,-128.55152262456616
18_2_2.0,explicit,18,2,2.0,-227.68135102475446
18_2_2.5,pragmatic,18,2,2.5,-142.12719664054563
18_2_2.5,explicit,18,2,2.5,-254.38910725340628
18_3_0.5,pragmatic,18,3,0.5,-109.67111042376281
18_3_0.5,explicit,18,3,0.5,-183.44245460573657
18_3_0.1,pragmatic,18,3,0.1,-112.1948959424039
18_3_0.1,explicit,18,3,0.1,-179.7136103579562
18_3_1.5,pragmatic,18,3,1.5,-108.07918648423994
18_3_1.5,explicit,18,3,1.5,-206.936247237278
18_3_2.0,pragmatic,18,3,2.0,-111.05891682142438
18_3_2.0,explicit,18,3,2.0,-227.68135102475446
18_3_2.5,pragmatic,18,3,2.5,-117.57650967213266
18_3_2.5,explicit,18,3,2.5,-254.38910725340628
18_4_0.5,pragmatic,18,4,0.5,-113.94554502967127
18_4_0.5,explicit,18,4,0.5,-183.44245460573657
18_4_0.1,pragmatic,18,4,0.1,-117.13509685617764
18_4_0.1,explicit,18,4,0.1,-179.7136103579562
18_4_1.5,pragmatic,18,4,1.5,-109.12431893344994
18_4_1.5,explicit,18,4,1.5,-206.936247237278
18_4_2.0,pragmatic,18,4,2.0,-109.14695773546704
18_4_2.0,explicit,18,4,2.0,-227.68135102475446
18_4_2.5,pragmatic,18,4,2.5,-111.4003136622681
18_4_2.5,explicit,18,4,2.5,-254.38910725340628
18_5_0.5,pragmatic,18,5,0.5,-123.11306796577622
18_5_0.5,explicit,18,5,0.5,-183.44245460573657
18_5_0.1,pragmatic,18,5,0.1,-126.61195066725209
18_5_0.1,explicit,18,5,0.1,-179.7136103579562
18_5_1.5,pragmatic,18,5,1.5,-116.76079102222656
18_5_1.5,explicit,18,5,1.5,-206.936247237278
18_5_2.0,pragmatic,18,5,2.0,-115.33307265568867
18_5_2.0,explicit,18,5,2.0,-227.68135102475446
18_5_2.5,pragmatic,18,5,2.5,-115.40773508842443
18_5_2.5,explicit,18,5,2.5,-254.38910725340628
18_6_0.5,pragmatic,18,6,0.5,-134.73918633788543
18_6_0.5,explicit,18,6,0.5,-183.44245460573657
18_6_0.1,pragmatic,18,6,0.1,-138.39412344519764
18_6_0.1,explicit,18,6,0.1,-179.7136103579562
18_6_1.5,pragmatic,18,6,1.5,-127.61973840180983
18_6_1.5,explicit,18,6,1.5,-206.936247237278
18_6_2.0,pragmatic,18,6,2.0,-125.46378226765444
18_6_2.0,explicit,18,6,2.0,-227.68135102475446
18_6_2.5,pragmatic,18,6,2.5,-124.4290436803351
18_6_2.5,explicit,18,6,2.5,-254.38910725340628
18_7_0.5,pragmatic,18,7,0.5,-147.69626893414633
18_7_0.5,explicit,18,7,0.5,-183.44245460573657
18_7_0.1,pragmatic,18,7,0.1,-151.4423671960954
18_7_0.1,explicit,18,7,0.1,-179.7136103579562
18_7_1.5,pragmatic,18,7,1.5,-140.14581785082282
18_7_1.5,explicit,18,7,1.5,-206.936247237278
18_7_2.0,pragmatic,18,7,2.0,-137.5952215879314
18_7_2.0,explicit,18,7,2.0,-227.68135102475446
18_7_2.5,pragmatic,18,7,2.5,-135.96794517136576
18_7_2.5,explicit,18,7,2.5,-254.38910725340628
19_1_0.5,pragmatic,19,1,0.5,-138.66832149292654
19_1_0.5,explicit,19,1,0.5,-183.44245460573657
19_1_0.1,pragmatic,19,1,0.1,-137.49389076620358
19_1_0.1,explicit,19,1,0.1,-179.7136103579562
19_1_1.5,pragmatic,19,1,1.5,-152.9633275552538
19_1_1.5,explicit,19,1,1.5,-206.936247237278
19_1_2.0,pragmatic,19,1,2.0,-168.16405702745675
19_1_2.0,explicit,19,1,2.0,-227.68135102475446
19_1_2.5,pragmatic,19,1,2.5,-189.47530985533902
19_1_2.5,explicit,19,1,2.5,-254.38910725340628
19_2_0.5,pragmatic,19,2,0.5,-115.32655431492584
19_2_0.5,explicit,19,2,0.5,-183.44245460573657
19_2_0.1,pragmatic,19,2,0.1,-116.46077088873966
19_2_0.1,explicit,19,2,0.1,-179.7136103579562
19_2_1.5,pragmatic,19,2,1.5,-120.10829548876522
19_2_1.5,explicit,19,2,1.5,-206.936247237278
19_2_2.0,pragmatic,19,2,2.0,-128.44871425477214
19_2_2.0,explicit,19,2,2.0,-227.68135102475446
19_2_2.5,pragmatic,19,2,2.5,-142.00587163373163
19_2_2.5,explicit,19,2,2.5,-254.38910725340628
19_3_0.5,pragmatic,19,3,0.5,-109.74975685790699
19_3_0.5,explicit,19,3,0.5,-183.44245460573657
19_3_0.1,pragmatic,19,3,0.1,-112.27621178107215
19_3_0.1,explicit,19,3,0.1,-179.7136103579562
19_3_1.5,pragmatic,19,3,1.5,-108.14482777867036
19_3_1.5,explicit,19,3,1.5,-206.936247237278
19_3_2.0,pragmatic,19,3,2.0,-111.11196764229969
19_3_2.0,explicit,19,3,2.0,-227.68135102475446
19_3_2.5,pragmatic,19,3,2.5,-117.60974337811088
19_3_2.5,explicit,19,3,2.5,-254.38910725340628
19_4_0.5,pragmatic,19,4,0.5,-114.18733341298929
19_4_0.5,explicit,19,4,0.5,-183.44245460573657
19_4_0.1,pragmatic,19,4,0.1,-117.3782414799024
19_4_0.1,explicit,19,4,0.1,-179.7136103579562
19_4_1.5,pragmatic,19,4,1.5,-109.36097324877844
19_4_1.5,explicit,19,4,1.5,-206.936247237278
19_4_2.0,pragmatic,19,4,2.0,-109.37964991701176
19_4_2.0,explicit,19,4,2.0,-227.68135102475446
19_4_2.5,pragmatic,19,4,2.5,-111.62679711311534
19_4_2.5,explicit,19,4,2.5,-254.38910725340628
19_5_0.5,pragmatic,19,5,0.5,-123.50585339786265
19_5_0.5,explicit,19,5,0.5,-183.44245460573657
19_5_0.1,pragmatic,19,5,0.1,-127.00603065522179
19_5_0.1,explicit,19,5,0.1,-179.7136103579562
19_5_1.5,pragmatic,19,5,1.5,-117.15014943299016
19_5_1.5,explicit,19,5,1.5,-206.936247237278
19_5_2.0,pragmatic,19,5,2.0,-115.72161960712907
19_5_2.0,explicit,19,5,2.0,-227.68135102475446
19_5_2.5,pragmatic,19,5,2.5,-115.79674113827544
19_5_2.5,explicit,19,5,2.5,-254.38910725340628
19_6_0.5,pragmatic,19,6,0.5,-135.26958628348586
19_6_0.5,explicit,19,6,0.5,-183.44245460573657
19_6_0.1,pragmatic,19,6,0.1,-138.92637853864974
19_6_0.1,explicit,19,6,0.1,-179.7136103579562
19_6_1.5,pragmatic,19,6,1.5,-128.14494988175272
19_6_1.5,explicit,19,6,1.5,-206.936247237278
19_6_2.0,pragmatic,19,6,2.0,-125.98752941839885
19_6_2.0,explicit,19,6,2.0,-227.68135102475446
19_6_2.5,pragmatic,19,6,2.5,-124.9533796693298
19_6_2.5,explicit,19,6,2.5,-254.38910725340628
19_7_0.5,pragmatic,19,7,0.5,-148.3522578167507
19_7_0.5,explicit,19,7,0.5,-183.44245460573657
19_7_0.1,pragmatic,19,7,0.1,-152.10088047379352
19_7_0.1,explicit,19,7,0.1,-179.7136103579562
19_7_1.5,pragmatic,19,7,1.5,-140.79411291441417
19_7_1.5,explicit,19,7,1.5,-206.936247237278
19_7_2.0,pragmatic,19,7,2.0,-138.24042296672948
19_7_2.0,explicit,19,7,2.0,-227.68135102475446
19_7_2.5,pragmatic,19,7,2.5,-136.61190166245572
19_7_2.5,explicit,19,7,2.5,-254.38910725340628
