configuration,questionerType,alpha_q,alpha_a,beta,likelihood
16_3_0.5,pragmatic,16,3,0.5,-171.6322043414084
16_3_0.5,explicit,16,3,0.5,-159.52756558503492
16_3_0.1,pragmatic,16,3,0.1,-171.682831465918
16_3_0.1,explicit,16,3,0.1,-159.4625858792421
16_3_1.5,pragmatic,16,3,1.5,-171.25518361912532
16_3_1.5,explicit,16,3,1.5,-159.72471147474005
16_3_2.0,pragmatic,16,3,2.0,-170.7704359359254
16_3_2.0,explicit,16,3,2.0,-159.8225908555492
16_3_2.5,pragmatic,16,3,2.5,-169.90353108981486
16_3_2.5,explicit,16,3,2.5,-159.90668471236313
16_4_0.5,pragmatic,16,4,0.5,-173.5474110773927
16_4_0.5,explicit,16,4,0.5,-159.52756558503492
16_4_0.1,pragmatic,16,4,0.1,-173.5171889426249
16_4_0.1,explicit,16,4,0.1,-159.4625858792421
16_4_1.5,pragmatic,16,4,1.5,-173.6270847468351
16_4_1.5,explicit,16,4,1.5,-159.72471147474005
16_4_2.0,pragmatic,16,4,2.0,-173.62539319465537
16_4_2.0,explicit,16,4,2.0,-159.8225908555492
16_4_2.5,pragmatic,16,4,2.5,-173.5222289374085
16_4_2.5,explicit,16,4,2.5,-159.90668471236313
16_5_0.5,pragmatic,16,5,0.5,-174.30381076389168
16_5_0.5,explicit,16,5,0.5,-159.52756558503492
16_5_0.1,pragmatic,16,5,0.1,-174.26556660742844
16_5_0.1,explicit,16,5,0.1,-159.4625858792421
16_5_1.5,pragmatic,16,5,1.5,-174.4668913804649
16_5_1.5,explicit,16,5,1.5,-159.72471147474005
16_5_2.0,pragmatic,16,5,2.0,-174.58845032969472
16_5_2.0,explicit,16,5,2.0,-159.8225908555492
16_5_2.5,pragmatic,16,5,2.5,-174.7248570539288
16_5_2.5,explicit,16,5,2.5,-159.90668471236313
16_6_0.5,pragmatic,16,6,0.5,-174.65458513517567
16_6_0.5,explicit,16,6,0.5,-159.52756558503492
16_6_0.1,pragmatic,16,6,0.1,-174.6294339612539
16_6_0.1,explicit,16,6,0.1,-159.4625858792421
16_6_1.5,pragmatic,16,6,1.5,-174.78365410265388
16_6_1.5,explicit,16,6,1.5,-159.72471147474005
16_6_2.0,pragmatic,16,6,2.0,-174.9020086836258
16_6_2.0,explicit,16,6,2.0,-159.8225908555492
16_6_2.5,pragmatic,16,6,2.5,-175.0628415067845
16_6_2.5,explicit,16,6,2.5,-159.90668471236313
16_7_0.5,pragmatic,16,7,0.5,-174.8613274418186
16_7_0.5,explicit,16,7,0.5,-159.52756558503492
16_7_0.1,pragmatic,16,7,0.1,-174.85324011256466
16_7_0.1,explicit,16,7,0.1,-159.4625858792421
16_7_1.5,pragmatic,16,7,1.5,-174.92933024605938
16_7_1.5,explicit,16,7,1.5,-159.72471147474005
16_7_2.0,pragmatic,16,7,2.0,-175.01359411835483
16_7_2.0,explicit,16,7,2.0,-159.8225908555492
16_7_2.5,pragmatic,16,7,2.5,-175.14622575690908
16_7_2.5,explicit,16,7,2.5,-159.90668471236313
17_1_0.5,pragmatic,17,1,0.5,-162.1474813777602
17_1_0.5,explicit,17,1,0.5,-160.39456104646408
17_1_0.1,pragmatic,17,1,0.1,-162.32922474643507
17_1_0.1,explicit,17,1,0.1,-160.33574354639308
17_1_1.5,pragmatic,17,1,1.5,-161.485031324044
17_1_1.5,explicit,17,1,1.5,-160.57687449608474
17_1_2.0,pragmatic,17,1,2.0,-161.1195975024388
17_1_2.0,explicit,17,1,2.0,-160.66963298971575
17_1_2.5,pragmatic,17,1,2.5,-160.83380843903691
17_1_2.5,explicit,17,1,2.5,-160.75048894555877
17_2_0.5,pragmatic,17,2,0.5,-168.61630171389106
17_2_0.5,explicit,17,2,0.5,-160.39456104646408
17_2_0.1,pragmatic,17,2,0.1,-168.86564236108998
17_2_0.1,explicit,17,2,0.1,-160.33574354639308
17_2_1.5,pragmatic,17,2,1.5,-167.35149364943143
17_2_1.5,explicit,17,2,1.5,-160.57687449608474
17_2_2.0,pragmatic,17,2,2.0,-166.20834401967593
17_2_2.0,explicit,17,2,2.0,-160.66963298971575
17_2_2.5,pragmatic,17,2,2.5,-164.7109079444896
17_2_2.5,explicit,17,2,2.5,-160.75048894555877
17_3_0.5,pragmatic,17,3,0.5,-173.04642688820186
17_3_0.5,explicit,17,3,0.5,-160.39456104646408
17_3_0.1,pragmatic,17,3,0.1,-173.09270742583004
17_3_0.1,explicit,17,3,0.1,-160.33574354639308
17_3_1.5,pragmatic,17,3,1.5,-172.70787349651445
17_3_1.5,explicit,17,3,1.5,-160.57687449608474
17_3_2.0,pragmatic,17,3,2.0,-172.26986182953252
17_3_2.0,explicit,17,3,2.0,-160.66963298971575
17_3_2.5,pragmatic,17,3,2.5,-171.4723494940204
17_3_2.5,explicit,17,3,2.5,-160.75048894555877
17_4_0.5,pragmatic,17,4,0.5,-174.7722328798301
17_4_0.5,explicit,17,4,0.5,-160.39456104646408
17_4_0.1,pragmatic,17,4,0.1,-174.74517122843503
17_4_0.1,explicit,17,4,0.1,-160.33574354639308
17_4_1.5,pragmatic,17,4,1.5,-174.8538650275827
17_4_1.5,explicit,17,4,1.5,-160.57687449608474
17_4_2.0,pragmatic,17,4,2.0,-174.86978751124403
17_4_2.0,explicit,17,4,2.0,-160.66963298971575
17_4_2.5,pragmatic,17,4,2.5,-174.8073394181599
17_4_2.5,explicit,17,4,2.5,-160.75048894555877
17_5_0.5,pragmatic,17,5,0.5,-175.4253984392155
17_5_0.5,explicit,17,5,0.5,-160.39456104646408
17_5_0.1,pragmatic,17,5,0.1,-175.39384114090487
17_5_0.1,explicit,17,5,0.1,-160.33574354639308
17_5_1.5,pragmatic,17,5,1.5,-175.56849594100052
17_5_1.5,explicit,17,5,1.5,-160.57687449608474
17_5_2.0,pragmatic,17,5,2.0,-175.68388316016265
17_5_2.0,explicit,17,5,2.0,-160.66963298971575
17_5_2.5,pragmatic,17,5,2.5,-175.82458779305958
17_5_2.5,explicit,17,5,2.5,-160.75048894555877
17_6_0.5,pragmatic,17,6,0.5,-175.72529010298982
17_6_0.5,explicit,17,6,0.5,-160.39456104646408
17_6_0.1,pragmatic,17,6,0.1,-175.70720467708477
17_6_0.1,explicit,17,6,0.1,-160.33574354639308
17_6_1.5,pragmatic,17,6,1.5,-175.82806489492233
17_6_1.5,explicit,17,6,1.5,-160.57687449608474
17_6_2.0,pragmatic,17,6,2.0,-175.93019823484457
17_6_2.0,explicit,17,6,2.0,-160.66963298971575
17_6_2.5,pragmatic,17,6,2.5,-176.07675406041525
17_6_2.5,explicit,17,6,2.5,-160.75048894555877
17_7_0.5,pragmatic,17,7,0.5,-175.90698943319276
17_7_0.5,explicit,17,7,0.5,-160.39456104646408
17_7_0.1,pragmatic,17,7,0.1,-175.90493758318917
17_7_0.1,explicit,17,7,0.1,-160.33574354639308
17_7_1.5,pragmatic,17,7,1.5,-175.9504321458364
17_7_1.5,explicit,17,7,1.5,-160.57687449608474
17_7_2.0,pragmatic,17,7,2.0,-176.01660822501836
17_7_2.0,explicit,17,7,2.0,-160.66963298971575
17_7_2.5,pragmatic,17,7,2.5,-176.12849228178214
17_7_2.5,explicit,17,7,2.5,-160.75048894555877
18_1_0.5,pragmatic,18,1,0.5,-163.3554044122717
18_1_0.5,explicit,18,1,0.5,-161.26049806880818
18_1_0.1,pragmatic,18,1,0.1,-163.5615201625349
18_1_0.1,explicit,18,1,0.1,-161.2055923552553
18_1_1.5,pragmatic,18,1,1.5,-162.59808245473408
18_1_1.5,explicit,18,1,1.5,-161.43374871403438
18_1_2.0,pragmatic,18,1,2.0,-162.1706273872202
18_1_2.0,explicit,18,1,2.0,-161.52355772008679
18_1_2.5,pragmatic,18,1,2.5,-161.82311451668505
18_1_2.5,explicit,18,1,2.5,-161.60264071261224
18_2_0.5,pragmatic,18,2,0.5,-170.0382395124123
18_2_0.5,explicit,18,2,0.5,-161.26049806880818
18_2_0.1,pragmatic,18,2,0.1,-170.28290028535852
18_2_0.1,explicit,18,2,0.1,-161.2055923552553
18_2_1.5,pragmatic,18,2,1.5,-168.7900434537597
18_2_1.5,explicit,18,2,1.5,-161.43374871403438
18_2_2.0,pragmatic,18,2,2.0,-167.64398038075603
18_2_2.0,explicit,18,2,2.0,-161.52355772008679
18_2_2.5,pragmatic,18,2,2.5,-166.1110398021933
18_2_2.5,explicit,18,2,2.5,-161.60264071261224
18_3_0.5,pragmatic,18,3,0.5,-174.2423601140653
18_3_0.5,explicit,18,3,0.5,-161.26049806880818
18_3_0.1,pragmatic,18,3,0.1,-174.2830065999352
18_3_0.1,explicit,18,3,0.1,-161.2055923552553
18_3_1.5,pragmatic,18,3,1.5,-173.94703393147475
18_3_1.5,explicit,18,3,1.5,-161.43374871403438
18_3_2.0,pragmatic,18,3,2.0,-173.55994864654403
18_3_2.0,explicit,18,3,2.0,-161.52355772008679
18_3_2.5,pragmatic,18,3,2.5,-172.8402457387441
18_3_2.5,explicit,18,3,2.5,-161.60264071261224
18_4_0.5,pragmatic,18,4,0.5,-175.78485913886706
18_4_0.5,explicit,18,4,0.5,-161.26049806880818
18_4_0.1,pragmatic,18,4,0.1,-175.7600633943768
18_4_0.1,explicit,18,4,0.1,-161.2055923552553
18_4_1.5,pragmatic,18,4,1.5,-175.87057556682433
18_4_1.5,explicit,18,4,1.5,-161.43374871403438
18_4_2.0,pragmatic,18,4,2.0,-175.9040281456073
18_4_2.0,explicit,18,4,2.0,-161.52355772008679
18_4_2.5,pragmatic,18,4,2.5,-175.88026111432063
18_4_2.5,explicit,18,4,2.5,-161.60264071261224
18_5_0.5,pragmatic,18,5,0.5,-176.3446857387022
18_5_0.5,explicit,18,5,0.5,-161.26049806880818
18_5_0.1,pragmatic,18,5,0.1,-176.3188534960058
18_5_0.1,explicit,18,5,0.1,-161.2055923552553
18_5_1.5,pragmatic,18,5,1.5,-176.47097454218877
18_5_1.5,explicit,18,5,1.5,-161.43374871403438
18_5_2.0,pragmatic,18,5,2.0,-176.58164960145365
18_5_2.0,explicit,18,5,2.0,-161.52355772008679
18_5_2.5,pragmatic,18,5,2.5,-176.72700395612543
18_5_2.5,explicit,18,5,2.5,-161.60264071261224
18_6_0.5,pragmatic,18,6,0.5,-176.60069369277969
18_6_0.5,explicit,18,6,0.5,-161.26049806880818
18_6_0.1,pragmatic,18,6,0.1,-176.58883731113517
18_6_0.1,explicit,18,6,0.1,-161.2055923552553
18_6_1.5,pragmatic,18,6,1.5,-176.68036705757464
18_6_1.5,explicit,18,6,1.5,-161.43374871403438
18_6_2.0,pragmatic,18,6,2.0,-176.76846825050765
18_6_2.0,explicit,18,6,2.0,-161.52355772008679
18_6_2.5,pragmatic,18,6,2.5,-176.90295036365924
18_6_2.5,explicit,18,6,2.5,-161.60264071261224
18_7_0.5,pragmatic,18,7,0.5,-176.76220557369734
18_7_0.5,explicit,18,7,0.5,-161.26049806880818
18_7_0.1,pragmatic,18,7,0.1,-176.76556822449155
18_7_0.1,explicit,18,7,0.1,-161.2055923552553
18_7_1.5,pragmatic,18,7,1.5,-176.7835896205447
18_7_1.5,explicit,18,7,1.5,-161.43374871403438
18_7_2.0,pragmatic,18,7,2.0,-176.8337213246999
18_7_2.0,explicit,18,7,2.0,-161.52355772008679
18_7_2.5,pragmatic,18,7,2.5,-176.92754809199528
18_7_2.5,explicit,18,7,2.5,-161.60264071261224
19_1_0.5,pragmatic,19,1,0.5,-164.50844128535215
19_1_0.5,explicit,19,1,0.5,-162.1249356496572
19_1_0.1,pragmatic,19,1,0.1,-164.7337873431261
19_1_0.1,explicit,19,1,0.1,-162.07259904891276
19_1_1.5,pragmatic,19,1,1.5,-163.67416188253748
19_1_1.5,explicit,19,1,1.5,-162.29229905900226
19_1_2.0,pragmatic,19,1,2.0,-163.19473072374151
19_1_2.0,explicit,19,1,2.0,-162.38019077382782
19_1_2.5,pragmatic,19,1,2.5,-162.79446541580538
19_1_2.5,explicit,19,1,2.5,-162.45809367016787
19_2_0.5,pragmatic,19,2,0.5,-171.3007187158872
19_2_0.5,explicit,19,2,0.5,-162.1249356496572
19_2_0.1,pragmatic,19,2,0.1,-171.5363687495155
19_2_0.1,explicit,19,2,0.1,-162.07259904891276
19_2_1.5,pragmatic,19,2,1.5,-170.09054556286193
19_2_1.5,explicit,19,2,1.5,-162.29229905900226
19_2_2.0,pragmatic,19,2,2.0,-168.9615072092239
19_2_2.0,explicit,19,2,2.0,-162.38019077382782
19_2_2.5,pragmatic,19,2,2.5,-167.42021715041156
19_2_2.5,explicit,19,2,2.5,-162.45809367016787
19_3_0.5,pragmatic,19,3,0.5,-175.2564503589389
19_3_0.5,explicit,19,3,0.5,-162.1249356496572
19_3_0.1,pragmatic,19,3,0.1,-175.2908416146089
19_3_0.1,explicit,19,3,0.1,-162.07259904891276
19_3_1.5,pragmatic,19,3,1.5,-175.00551780361442
19_3_1.5,explicit,19,3,1.5,-162.29229905900226
19_3_2.0,pragmatic,19,3,2.0,-174.6697013101201
19_3_2.0,explicit,19,3,2.0,-162.38019077382782
19_3_2.5,pragmatic,19,3,2.5,-174.02982369130328
19_3_2.5,explicit,19,3,2.5,-162.45809367016787
19_4_0.5,pragmatic,19,4,0.5,-176.6293261562359
19_4_0.5,explicit,19,4,0.5,-162.1249356496572
19_4_0.1,pragmatic,19,4,0.1,-176.60603033519985
19_4_0.1,explicit,19,4,0.1,-162.07259904891276
19_4_1.5,pragmatic,19,4,1.5,-176.72061257576811
19_4_1.5,explicit,19,4,1.5,-162.29229905900226
19_4_2.0,pragmatic,19,4,2.0,-176.77085135408424
19_4_2.0,explicit,19,4,2.0,-162.38019077382782
19_4_2.5,pragmatic,19,4,2.5,-176.782621846886
19_4_2.5,explicit,19,4,2.5,-162.45809367016787
19_5_0.5,pragmatic,19,5,0.5,-177.1064940719518
19_5_0.5,explicit,19,5,0.5,-162.1249356496572
19_5_0.1,pragmatic,19,5,0.1,-177.08544846504412
19_5_0.1,explicit,19,5,0.1,-162.07259904891276
19_5_1.5,pragmatic,19,5,1.5,-177.21903431036998
19_5_1.5,explicit,19,5,1.5,-162.29229905900226
19_5_2.0,pragmatic,19,5,2.0,-177.3262895310023
19_5_2.0,explicit,19,5,2.0,-162.38019077382782
19_5_2.5,pragmatic,19,5,2.5,-177.47636706673202
19_5_2.5,explicit,19,5,2.5,-162.45809367016787
19_6_0.5,pragmatic,19,6,0.5,-177.32493778454975
19_6_0.5,explicit,19,6,0.5,-162.1249356496572
19_6_0.1,pragmatic,19,6,0.1,-177.31845168123962
19_6_0.1,explicit,19,6,0.1,-162.07259904891276
19_6_1.5,pragmatic,19,6,1.5,-177.38482187059356
19_6_1.5,explicit,19,6,1.5,-162.29229905900226
19_6_2.0,pragmatic,19,6,2.0,-177.46107574369978
19_6_2.0,explicit,19,6,2.0,-162.38019077382782
19_6_2.5,pragmatic,19,6,2.5,-177.5855249873933
19_6_2.5,explicit,19,6,2.5,-162.45809367016787
19_7_0.5,pragmatic,19,7,0.5,-177.47010356472097
19_7_0.5,explicit,19,7,0.5,-162.1249356496572
19_7_0.1,pragmatic,19,7,0.1,-177.47821236014693
19_7_0.1,explicit,19,7,0.1,-162.07259904891276
19_7_1.5,pragmatic,19,7,1.5,-177.47223932534249
19_7_1.5,explicit,19,7,1.5,-162.29229905900226
19_7_2.0,pragmatic,19,7,2.0,-177.50855061054793
19_7_2.0,explicit,19,7,2.0,-162.38019077382782
19_7_2.5,pragmatic,19,7,2.5,-177.5870360034097
19_7_2.5,explicit,19,7,2.5,-162.45809367016787
