configuration,answererType,alpha_q,alpha_a,beta,likelihood
16_3_0.1,explicit,16,3,0.1,-182.1432577629999
16_3_1.5,pragmatic,16,3,1.5,-159.5554805361896
16_3_1.5,explicit,16,3,1.5,-414.90572048223044
16_3_2.0,pragmatic,16,3,2.0,-267.2106871991387
16_3_2.0,explicit,16,3,2.0,-547.231758697065
16_3_2.5,pragmatic,16,3,2.5,-395.61516569986213
16_3_2.5,explicit,16,3,2.5,-682.7761605106717
16_4_0.5,pragmatic,16,4,0.5,-62.595952531919956
16_4_0.5,explicit,16,4,0.5,-233.68135102475446
16_4_0.1,pragmatic,16,4,0.1,-66.01770639559192
16_4_0.1,explicit,16,4,0.1,-183.454364645986
16_4_1.5,pragmatic,16,4,1.5,-188.2737379584308
16_4_1.5,explicit,16,4,1.5,-547.231758697065
16_4_2.0,pragmatic,16,4,2.0,-346.674915925997
16_4_2.0,explicit,16,4,2.0,-728.1675908020835
16_4_2.5,pragmatic,16,4,2.5,-524.7987026971028
16_4_2.5,explicit,16,4,2.5,-910.022697388829
16_5_0.5,pragmatic,16,5,0.5,-57.74600095522548
16_5_0.5,explicit,16,5,0.5,-261.8891072534063
16_5_0.1,pragmatic,16,5,0.1,-63.290907374796994
16_5_0.1,explicit,16,5,0.1,-184.94245460573657
16_5_1.5,pragmatic,16,5,1.5,-221.65036314005079
16_5_1.5,explicit,16,5,1.5,-682.7761605106717
16_5_2.0,pragmatic,16,5,2.0,-429.7666056859509
16_5_2.0,explicit,16,5,2.0,-910.022697388829
16_5_2.5,pragmatic,16,5,2.5,-655.3861943503274
16_5_2.5,explicit,16,5,2.5,-1137.5018633092266
16_6_0.5,pragmatic,16,6,0.5,-55.94788674646523
16_6_0.5,explicit,16,6,0.5,-295.22914618605415
16_6_0.1,pragmatic,16,6,0.1,-62.98322647381764
16_6_0.1,explicit,16,6,0.1,-186.61700981500928
16_6_1.5,pragmatic,16,6,1.5,-257.3224335641783
16_6_1.5,explicit,16,6,1.5,-819.061685872398
16_6_2.0,pragmatic,16,6,2.0,-514.2337643567793
16_6_2.0,explicit,16,6,2.0,-1092.003072058987
16_6_2.5,pragmatic,16,6,2.5,-786.3073035135542
16_6_2.5,explicit,16,6,2.5,-1365.000152951043
16_7_0.5,pragmatic,16,7,0.5,-55.95318012975282
16_7_0.5,explicit,16,7,0.5,-332.5619763134395
16_7_0.1,pragmatic,16,7,0.1,-63.97767652818919
16_7_0.1,explicit,16,7,0.1,-188.48728941062092
16_7_1.5,pragmatic,16,7,1.5,-294.2402313095295
16_7_1.5,explicit,16,7,1.5,-955.5137672769399
16_7_2.0,pragmatic,16,7,2.0,-599.2774798573889
16_7_2.0,explicit,16,7,2.0,-1274.000415763497
16_7_2.5,pragmatic,16,7,2.5,-917.3158499030895
16_7_2.5,explicit,16,7,2.5,-1592.5000125549986
17_1_0.5,pragmatic,17,1,0.5,-126.41115962718739
17_1_0.5,explicit,17,1,0.5,-184.94245460573657
17_1_0.1,pragmatic,17,1,0.1,-124.19807605651248
17_1_0.1,explicit,17,1,0.1,-180.0136103579562
17_1_1.5,pragmatic,17,1,1.5,-143.12885789222008
17_1_1.5,explicit,17,1,1.5,-211.436247237278
17_1_2.0,pragmatic,17,1,2.0,-159.48315215416326
17_1_2.0,explicit,17,1,2.0,-233.68135102475446
17_1_2.5,pragmatic,17,1,2.5,-181.95741108372567
17_1_2.5,explicit,17,1,2.5,-261.8891072534063
17_2_0.5,pragmatic,17,2,0.5,-91.8178622221956
17_2_0.5,explicit,17,2,0.5,-195.35917781858566
17_2_0.1,pragmatic,17,2,0.1,-90.09629921903723
17_2_0.1,explicit,17,2,0.1,-180.9995405144378
17_2_1.5,pragmatic,17,2,1.5,-140.32534719725456
17_2_1.5,explicit,17,2,1.5,-295.22914618605415
17_2_2.0,pragmatic,17,2,2.0,-197.63878589918014
17_2_2.0,explicit,17,2,2.0,-372.7624533877209
17_2_2.5,pragmatic,17,2,2.5,-272.3363626436256
17_2_2.5,explicit,17,2,2.5,-458.31346681912794
17_3_0.5,pragmatic,17,3,0.5,-72.25088590979946
17_3_0.5,explicit,17,3,0.5,-211.436247237278
17_3_0.1,pragmatic,17,3,0.1,-72.9985767065516
17_3_0.1,explicit,17,3,0.1,-182.1432577629999
17_3_1.5,pragmatic,17,3,1.5,-158.67088169912066
17_3_1.5,explicit,17,3,1.5,-414.90572048223044
17_3_2.0,pragmatic,17,3,2.0,-266.11344024388467
17_3_2.0,explicit,17,3,2.0,-547.231758697065
17_3_2.5,pragmatic,17,3,2.5,-394.43890870041355
17_3_2.5,explicit,17,3,2.5,-682.7761605106717
17_4_0.5,pragmatic,17,4,0.5,-62.145159667340444
17_4_0.5,explicit,17,4,0.5,-233.68135102475446
17_4_0.1,pragmatic,17,4,0.1,-65.56045035282894
17_4_0.1,explicit,17,4,0.1,-183.454364645986
17_4_1.5,pragmatic,17,4,1.5,-187.11732570839575
17_4_1.5,explicit,17,4,1.5,-547.231758697065
17_4_2.0,pragmatic,17,4,2.0,-345.1574505377918
17_4_2.0,explicit,17,4,2.0,-728.1675908020835
17_4_2.5,pragmatic,17,4,2.5,-523.2075984919044
17_4_2.5,explicit,17,4,2.5,-910.022697388829
17_5_0.5,pragmatic,17,5,0.5,-57.38507552170672
17_5_0.5,explicit,17,5,0.5,-261.8891072534063
17_5_0.1,pragmatic,17,5,0.1,-62.89909252550079
17_5_0.1,explicit,17,5,0.1,-184.94245460573657
17_5_1.5,pragmatic,17,5,1.5,-220.17349631833136
17_5_1.5,explicit,17,5,1.5,-682.7761605106717
17_5_2.0,pragmatic,17,5,2.0,-427.8209705312815
17_5_2.0,explicit,17,5,2.0,-910.022697388829
17_5_2.5,pragmatic,17,5,2.5,-653.3868530833042
17_5_2.5,explicit,17,5,2.5,-1137.5018633092266
17_6_0.5,pragmatic,17,6,0.5,-55.657709042001564
17_6_0.5,explicit,17,6,0.5,-295.22914618605415
17_6_0.1,pragmatic,17,6,0.1,-62.642286576519105
17_6_0.1,explicit,17,6,0.1,-186.61700981500928
17_6_1.5,pragmatic,17,6,1.5,-255.48379747533147
17_6_1.5,explicit,17,6,1.5,-819.061685872398
17_6_2.0,pragmatic,17,6,2.0,-511.8652190767432
17_6_2.0,explicit,17,6,2.0,-1092.003072058987
17_6_2.5,pragmatic,17,6,2.5,-783.9039911583428
17_6_2.5,explicit,17,6,2.5,-1365.000152951043
17_7_0.5,pragmatic,17,7,0.5,-55.71028172966533
17_7_0.5,explicit,17,7,0.5,-332.5619763134395
17_7_0.1,pragmatic,17,7,0.1,-63.67097210988786
17_7_0.1,explicit,17,7,0.1,-188.48728941062092
17_7_1.5,pragmatic,17,7,1.5,-292.0093312233832
17_7_1.5,explicit,17,7,1.5,-955.5137672769399
17_7_2.0,pragmatic,17,7,2.0,-596.4931949095918
17_7_2.0,explicit,17,7,2.0,-1274.000415763497
17_7_2.5,pragmatic,17,7,2.5,-914.5104875264792
17_7_2.5,explicit,17,7,2.5,-1592.5000125549986
18_1_0.5,pragmatic,18,1,0.5,-126.05406400574641
18_1_0.5,explicit,18,1,0.5,-184.94245460573657
18_1_0.1,pragmatic,18,1,0.1,-123.84053245410806
18_1_0.1,explicit,18,1,0.1,-180.0136103579562
18_1_1.5,pragmatic,18,1,1.5,-142.7725217730896
18_1_1.5,explicit,18,1,1.5,-211.436247237278
18_1_2.0,pragmatic,18,1,2.0,-159.12667855542637
18_1_2.0,explicit,18,1,2.0,-233.68135102475446
18_1_2.5,pragmatic,18,1,2.5,-181.60041106995322
18_1_2.5,explicit,18,1,2.5,-261.8891072534063
18_2_0.5,pragmatic,18,2,0.5,-91.3232889452857
18_2_0.5,explicit,18,2,0.5,-195.35917781858566
18_2_0.1,pragmatic,18,2,0.1,-89.61136705235732
18_2_0.1,explicit,18,2,0.1,-180.9995405144378
18_2_1.5,pragmatic,18,2,1.5,-139.74455372833012
18_2_1.5,explicit,18,2,1.5,-295.22914618605415
18_2_2.0,pragmatic,18,2,2.0,-196.995528977923
18_2_2.0,explicit,18,2,2.0,-372.7624533877209
18_2_2.5,pragmatic,18,2,2.5,-271.6503679045996
18_2_2.5,explicit,18,2,2.5,-458.31346681912794
18_3_0.5,pragmatic,18,3,0.5,-71.78185287841865
18_3_0.5,explicit,18,3,0.5,-211.436247237278
18_3_0.1,pragmatic,18,3,0.1,-72.54062934957068
18_3_0.1,explicit,18,3,0.1,-182.1432577629999
18_3_1.5,pragmatic,18,3,1.5,-157.88446259712973
18_3_1.5,explicit,18,3,1.5,-414.90572048223044
18_3_2.0,pragmatic,18,3,2.0,-265.12994018916044
18_3_2.0,explicit,18,3,2.0,-547.231758697065
18_3_2.5,pragmatic,18,3,2.5,-393.38183090494
18_3_2.5,explicit,18,3,2.5,-682.7761605106717
18_4_0.5,pragmatic,18,4,0.5,-61.75780133772433
18_4_0.5,explicit,18,4,0.5,-233.68135102475446
18_4_0.1,pragmatic,18,4,0.1,-65.16719371151915
18_4_0.1,explicit,18,4,0.1,-183.454364645986
18_4_1.5,pragmatic,18,4,1.5,-186.09008264805652
18_4_1.5,explicit,18,4,1.5,-547.231758697065
18_4_2.0,pragmatic,18,4,2.0,-343.7954572500845
18_4_2.0,explicit,18,4,2.0,-728.1675908020835
18_4_2.5,pragmatic,18,4,2.5,-521.776940896103
18_4_2.5,explicit,18,4,2.5,-910.022697388829
18_5_0.5,pragmatic,18,5,0.5,-57.07937496603248
18_5_0.5,explicit,18,5,0.5,-261.8891072534063
18_5_0.1,pragmatic,18,5,0.1,-62.56550748901812
18_5_0.1,explicit,18,5,0.1,-184.94245460573657
18_5_1.5,pragmatic,18,5,1.5,-218.86166032691204
18_5_1.5,explicit,18,5,1.5,-682.7761605106717
18_5_2.0,pragmatic,18,5,2.0,-426.0731359748052
18_5_2.0,explicit,18,5,2.0,-910.022697388829
18_5_2.5,pragmatic,18,5,2.5,-651.5887799005857
18_5_2.5,explicit,18,5,2.5,-1137.5018633092266
18_6_0.5,pragmatic,18,6,0.5,-55.415015760856555
18_6_0.5,explicit,18,6,0.5,-295.22914618605415
18_6_0.1,pragmatic,18,6,0.1,-62.354028214193555
18_6_0.1,explicit,18,6,0.1,-186.61700981500928
18_6_1.5,pragmatic,18,6,1.5,-253.84979329354871
18_6_1.5,explicit,18,6,1.5,-819.061685872398
18_6_2.0,pragmatic,18,6,2.0,-509.73633922464205
18_6_2.0,explicit,18,6,2.0,-1092.003072058987
18_6_2.5,pragmatic,18,6,2.5,-781.7424691183165
18_6_2.5,explicit,18,6,2.5,-1365.000152951043
18_7_0.5,pragmatic,18,7,0.5,-55.50879322807659
18_7_0.5,explicit,18,7,0.5,-332.5619763134395
18_7_0.1,pragmatic,18,7,0.1,-63.41232617496331
18_7_0.1,explicit,18,7,0.1,-188.48728941062092
18_7_1.5,pragmatic,18,7,1.5,-290.0250598969865
18_7_1.5,explicit,18,7,1.5,-955.5137672769399
18_7_2.0,pragmatic,18,7,2.0,-593.9898778119425
18_7_2.0,explicit,18,7,2.0,-1274.000415763497
18_7_2.5,pragmatic,18,7,2.5,-911.9873071944991
18_7_2.5,explicit,18,7,2.5,-1592.5000125549986
19_1_0.5,pragmatic,19,1,0.5,-125.73441598334941
19_1_0.5,explicit,19,1,0.5,-184.94245460573657
19_1_0.1,pragmatic,19,1,0.1,-123.52067542007943
19_1_0.1,explicit,19,1,0.1,-180.0136103579562
19_1_1.5,pragmatic,19,1,1.5,-142.45284822325803
19_1_1.5,explicit,19,1,1.5,-211.436247237278
19_1_2.0,pragmatic,19,1,2.0,-158.806437721272
19_1_2.0,explicit,19,1,2.0,-233.68135102475446
19_1_2.5,pragmatic,19,1,2.5,-181.27924638718264
19_1_2.5,explicit,19,1,2.5,-261.8891072534063
19_2_0.5,pragmatic,19,2,0.5,-90.88430919834413
19_2_0.5,explicit,19,2,0.5,-195.35917781858566
19_2_0.1,pragmatic,19,2,0.1,-89.18158833719856
19_2_0.1,explicit,19,2,0.1,-180.9995405144378
19_2_1.5,pragmatic,19,2,1.5,-139.22462354795698
19_2_1.5,explicit,19,2,1.5,-295.22914618605415
19_2_2.0,pragmatic,19,2,2.0,-196.41702506589732
19_2_2.0,explicit,19,2,2.0,-372.7624533877209
19_2_2.5,pragmatic,19,2,2.5,-271.03171473384657
19_2_2.5,explicit,19,2,2.5,-458.31346681912794
19_3_0.5,pragmatic,19,3,0.5,-71.37029789076146
19_3_0.5,explicit,19,3,0.5,-211.436247237278
19_3_0.1,pragmatic,19,3,0.1,-72.1393229580468
19_3_0.1,explicit,19,3,0.1,-182.1432577629999
19_3_1.5,pragmatic,19,3,1.5,-157.18148836432835
19_3_1.5,explicit,19,3,1.5,-414.90572048223044
19_3_2.0,pragmatic,19,3,2.0,-264.24400655132416
19_3_2.0,explicit,19,3,2.0,-547.231758697065
19_3_2.5,pragmatic,19,3,2.5,-392.42726264554005
19_3_2.5,explicit,19,3,2.5,-682.7761605106717
19_4_0.5,pragmatic,19,4,0.5,-61.42228142622303
19_4_0.5,explicit,19,4,0.5,-233.68135102475446
19_4_0.1,pragmatic,19,4,0.1,-64.82627463734046
19_4_0.1,explicit,19,4,0.1,-183.454364645986
19_4_1.5,pragmatic,19,4,1.5,-185.17256979944858
19_4_1.5,explicit,19,4,1.5,-547.231758697065
19_4_2.0,pragmatic,19,4,2.0,-342.5670282148106
19_4_2.0,explicit,19,4,2.0,-728.1675908020835
19_4_2.5,pragmatic,19,4,2.5,-520.4843671195904
19_4_2.5,explicit,19,4,2.5,-910.022697388829
19_5_0.5,pragmatic,19,5,0.5,-56.81804985283483
19_5_0.5,explicit,19,5,0.5,-261.8891072534063
19_5_0.1,pragmatic,19,5,0.1,-62.27894661882354
19_5_0.1,explicit,19,5,0.1,-184.94245460573657
19_5_1.5,pragmatic,19,5,1.5,-217.69013792283488
19_5_1.5,explicit,19,5,1.5,-682.7761605106717
19_5_2.0,pragmatic,19,5,2.0,-424.49539599682646
19_5_2.0,explicit,19,5,2.0,-910.022697388829
19_5_2.5,pragmatic,19,5,2.5,-649.963956171107
19_5_2.5,explicit,19,5,2.5,-1137.5018633092266
19_6_0.5,pragmatic,19,6,0.5,-55.20990885566232
19_6_0.5,explicit,19,6,0.5,-295.22914618605415
19_6_0.1,pragmatic,19,6,0.1,-62.10789721975791
19_6_0.1,explicit,19,6,0.1,-186.61700981500928
19_6_1.5,pragmatic,19,6,1.5,-252.3900613506636
19_6_1.5,explicit,19,6,1.5,-819.061685872398
19_6_2.0,pragmatic,19,6,2.0,-507.813666721504
19_6_2.0,explicit,19,6,2.0,-1092.003072058987
19_6_2.5,pragmatic,19,6,2.5,-779.7890906696019
19_6_2.5,explicit,19,6,2.5,-1365.000152951043
19_7_0.5,pragmatic,19,7,0.5,-55.33974615725341
19_7_0.5,explicit,19,7,0.5,-332.5619763134395
19_7_0.1,pragmatic,19,7,0.1,-63.19190258780876
19_7_0.1,explicit,19,7,0.1,-188.48728941062092
19_7_1.5,pragmatic,19,7,1.5,-288.2512311071992
19_7_1.5,explicit,19,7,1.5,-955.5137672769399
19_7_2.0,pragmatic,19,7,2.0,-591.7283724290404
19_7_2.0,explicit,19,7,2.0,-1274.000415763497
19_7_2.5,pragmatic,19,7,2.5,-909.7070460700035
19_7_2.5,explicit,19,7,2.5,-1592.5000125549986
